district_id,theils_H_race,theils_H_frl,theils_race_cat,theils_frl_cat
3607770,0.01712255258847067,0.00109406758084463,low,low
3700930,0.0069325167033958525,0.00853497905909355,low,low
2925290,0.020642962144168404,8.330551951685681e-4,low,low
1907710,0.024829503004859147,0.03525934253619265,low,low
5502640,0.007834386691032683,0.002143492408889126,low,low
2610050,0.015177418423662721,0.01260284149545936,low,low
2101260,0.03091065017529816,0.014894553398820487,low,low
1710440,0.017149116910715422,0.008037699852737938,low,low
3006870,0.024239237611800458,0.0023978130352698204,low,low
1802160,0.003399436138674312,1.4443116027646258e-4,low,low
2801090,0.009749059803033337,0.008911656369306319,low,low
0504410,0.024207702313685582,0,low,low
0900810,0.008843439070765527,0.00690416445111334,low,low
3403360,0.013955100333041858,3.3747774169056143e-4,low,low
3403330,0,0,low,low
2700150,0.06668325821513447,0.11933717035097005,mid-low,mid-low
3904639,0.016533072795125774,NA,low,NA
2610080,0.08835030540825904,0.030095301071390038,mid-low,low
5502670,0.008742992982808184,0.026834166102714316,low,low
2610110,0.010844831719449702,0.02210714062137303,low,low
2709420,0.004564469302182147,0.007119114364907994,low,low
3403390,0.005105872473223483,0.007891162576704986,low,low
3500540,0.007350129868007906,0.003609706527886637,low,low
5301410,0.03413619357747556,0.12716290421575938,low,mid-low
1802220,0.02663678437272792,8.964946401202333e-4,low,low
0608970,0.005719990127420355,0.006033239522306262,low,low
3904848,0.012389428055136095,NA,low,NA
2101290,0,0,low,low
3500570,0.06165390504988341,0.5813544968166579,mid-low,high
0609030,0.04215890998689743,0.09897878753118207,low,mid-low
4814450,0.004623934678917137,0.01824528865764694,low,low
3910020,0.007363286978391252,NA,low,NA
3607860,0.029992237217573107,0.0043272077539199,low,low
3607890,0,0,low,low
0609070,0.07984750023477341,0.04088567457092726,mid-low,low
2801110,0.05386275825433953,0,mid-low,low
4814490,0.008374372141356041,0.012587007717855012,low,low
1710530,0.009260578034708889,0.003200768838045237,low,low
4008130,0.012355097825678053,0.007321340939287,low,low
0609120,0.05494702108612697,0.029756037808605917,mid-low,low
0600049,0.015117384213200871,0.008300846586181354,low,low
4206240,0.009183552861686152,0.20868311555104108,low,mid-high
1301290,0.16336929601757993,0.13802184387664912,mid-high,mid-low
1710570,0.022850271407215832,0.22293096456430178,low,mid-high
3600010,0.016506713644027754,0.0029258976538764346,low,low
3500600,0.06844131810947747,0,mid-low,low
4206270,0.005261848427653772,0.0043901783287255145,low,low
0402130,0,0,low,low
5502700,0.01737082183677721,0.005587160460253124,low,low
4700750,0.047875155086981445,0.023938433421940578,low,low
3105280,0.04134849843620965,0.010392540413544623,low,low
1600780,0.017430279526729,0.059780586052221085,low,mid-low
1301350,0.03612651618344426,0.016966354544118174,low,low
4700780,0.02091562707772793,0.013623292170482203,low,low
0100810,0.09327653928194107,0.004539756140560407,mid-low,low
0609240,0,0,low,low
2801140,0.06459670457906126,0,mid-low,low
2004980,0.002977722585464312,0.003729736977266455,low,low
3007030,0,0,low,low
2503780,0.018953243049227554,0.005453823130971084,low,low
3607980,0.012320228573462261,0.028117110600176225,low,low
4008220,0.030011375192676,0.014541697003568789,low,low
0100840,0.10605791679596678,0.03313207138255718,mid-low,low
2005010,0.01035909110877067,0.00900069603503839,low,low
5502730,0.02775400876000387,0.01012955156590318,low,low
0900840,0.009010499004636663,5.220337992081853e-4,low,low
5003240,0.009657409184239721,0.017600523102876145,low,low
4008250,0.012457899019009235,0.005301223733096224,low,low
0609270,0,0,low,low
3608010,0.012371863270426886,0.016018427586929833,low,low
4814520,0.003711748426292779,0.008127658677290076,low,low
2610140,0.005858507724494046,0.01751453227138169,low,low
3904531,0.022662657828726337,0.0036165390307565637,low,low
2909900,0.00864105600672244,0.015907989590734965,low,low
2926970,0.03039158101886614,0.013160196086687295,low,low
2911550,0.021561596976063437,8.43525544960559e-4,low,low
3302400,0.04113721623305338,0.008168265764330693,low,low
0900870,0,0,low,low
4008310,0.02429845593173464,0.004149793640076608,low,low
2610200,0.02031030336754411,0.005155843930793385,low,low
4814550,0.003403580103491079,0.016196428455661275,low,low
5502760,0.02184284865932679,0.003591890525293863,low,low
0609300,0,0,low,low
5301440,0.02650237809225591,5.526549678020519e-4,low,low
5502790,0.020321827072035156,4.268143463184897e-4,low,low
2610230,0,0,low,low
1900009,0.01692837530562866,1.8260255977405455e-7,low,low
1907860,0.00866596852720112,0.003594821516621327,low,low
3906496,0,0,low,low
0609330,0.010176449657374435,0.005491993522911801,low,low
5301470,0.006230137151673103,6.760155260349117e-4,low,low
4807350,0.03982981720746617,0.0599310259348848,low,mid-low
4501830,0.019379928519502043,0,low,low
1200330,0.1578131488093428,0.21683195868896935,mid-high,mid-high
4700149,0.059038526117566936,0.019987304802745805,mid-low,low
3403420,0.035959145882154014,0.041474327226035064,low,low
1907900,0.017848943811338953,0.0014999022839108302,low,low
4008370,0.0029631574210343494,0.0046996879504404105,low,low
1710650,0.0726852197332269,0.04708179634337353,mid-low,low
4814580,0.00868273731761974,0.004784946217908258,low,low
4614100,0.04695228244020818,0.028528208643063897,low,low
4814600,0.01677771027725552,0.006230263142613042,low,low
1907920,0.005717338305760517,0.004234591429730221,low,low
2610380,0.006976237708854436,0.012772549700130273,low,low
4614130,0.05165369857533476,0.013710289232372434,mid-low,low
2610410,0.028777032240799416,0.0037452231604983757,low,low
1710690,0,0,low,low
3904651,0.02645076845377857,NA,low,NA
5100930,0.009059023727424384,0.012987364209440641,low,low
5100960,0.014772307321593956,0.04299417589814727,low,low
1000230,0.022228131745110163,0.021819662828988187,low,low
4219470,0.013847834865875805,0.014125196648751984,low,low
0400021,0.047220139947564285,1.2873149023533593e-4,low,low
4814640,0.014622838954759668,0.012353439836994683,low,low
0400082,0.026720390283976207,0.0019948717938392336,low,low
0803060,0.04701310796656281,0.08359712112259109,low,mid-low
1301380,0.05691222807619923,0.028679030375711602,mid-low,low
3007050,0.004863852108646001,0.0012089742644876562,low,low
3007080,0,0,low,low
0609390,0.08850595906244921,0.03138551832525318,mid-low,low
5301500,0,0,low,low
4103270,0.025413024926380392,0.027011362781023385,low,low
3608100,0,0,low,low
3403450,0.011587559130441825,0.001718824543376462,low,low
1200360,0.07863807298298925,0.05233107194649623,mid-low,mid-low
5301560,0,0,low,low
5301590,0.013251502863920345,0.003817395603384439,low,low
2901000,0.05518892592518122,0.24538178553048035,mid-low,mid-high
4206360,0.0034851480412962667,0.0459009356681183,low,low
1301410,0.04917722213298649,0.047609335981251444,low,low
1710740,0.008013673428046089,0.0018932661458332556,low,low
0609450,0.005117980920746384,7.869070483515751e-4,low,low
3007110,0.0024185975105379194,0.006012535187658321,low,low
3007140,0,0,low,low
2709510,0.017657931754403545,0.0052565479581540685,low,low
3904814,0.018447050320071216,0,low,low
2801170,0.00791307714048113,0,low,low
0900900,0,0,low,low
2606990,0.006418587490513392,0.005788601857490052,low,low
0609480,0,0,low,low
4814670,0.007255664592131749,0.022415738900761376,low,low
3904532,0.018968578868739677,NA,low,NA
0609510,0,0,low,low
2005070,0.02253354140054455,0.00952338221622467,low,low
3904380,0.13196016937447524,0.15314540241509994,mid-low,mid-high
1907980,0.020920884711222405,0.007583732204904522,low,low
3700960,0.11508028008901525,0.014402825050596596,mid-low,low
3007190,0.003109311328267863,0.0036049787702241974,low,low
3904931,0.04289308107622679,1.6893412266308735e-4,low,low
3007200,0,0,low,low
4814700,0.00582894702203806,0.0233669474742929,low,low
2801200,0.044779520017010965,0,low,low
3105340,0.012891019735424752,0.007776311298638399,low,low
5502820,0.01157286897439012,0.016412597498418852,low,low
0609570,0.0027601697092818583,0.007750819650075343,low,low
5301630,0.01449017933944707,0.004985201649841752,low,low
4814730,0.02649636313541776,0.08641340505490501,low,mid-low
4008460,0.012524463165011353,0.0034124393800614287,low,low
2005040,0.030636884941588883,0.004929402102979624,low,low
4814760,0.011133846860785957,0.00910611759417214,low,low
4814790,0.00780746722632215,0.012959087209980588,low,low
2709540,7.105421732554191e-4,0.031180475592345172,low,low
1713770,0.08907863272658076,0.028904256666624665,mid-low,low
1712720,0.012318300579783005,0.0036748416651142066,low,low
3608130,0.010980727899081198,0.009805619290065702,low,low
4008490,0.006554189628574332,0.00915810628812933,low,low
1301440,0.004367653191560935,0.00916164811487325,low,low
4814820,0.007558366373210011,0.02067283179142062,low,low
3403480,0,0,low,low
4206390,0.0076343057483147965,0.013883684929158136,low,low
4814850,0.05143256639784167,0.010758603500050477,mid-low,low
2910020,0.030161869761792037,0.001104012032756372,low,low
1803660,0.008454819050295362,0.0038595207109989363,low,low
4814880,0,0,low,low
0609620,0.061638861247906046,0.012023833512117393,mid-low,low
4814920,0,0,low,low
2610620,0.006437762033405599,0.01678737839001396,low,low
2610590,0.020610189404843268,0.07130359103590282,low,mid-low
0402190,0,0,low,low
2503840,0.015037338019351951,0.024399258273549187,low,low
2610650,0.009258310739156327,0.0033858029780804576,low,low
1802400,0.03318518028653605,0.027661894530666985,low,low
3302460,0.021205631155594346,0.011743975264975582,low,low
0504560,0.03910479590818483,0.016213442379955974,low,low
2503870,0,0,low,low
2005100,0.01876980332520775,0.003676696752893431,low,low
2200480,0.2829807999805687,0.09241953511217064,high,mid-low
2910080,0.014083419509849189,0.0026947358600528555,low,low
5301660,0.006773403437510495,0.016631515242729534,low,low
4103330,0.047120559931165304,0.002457651252411414,low,low
0100870,0.1637488579120273,0.12074046909389444,mid-high,mid-low
0609640,0.04867817302100417,0.0832105035217829,low,mid-low
4206420,0.006818164641641025,0.008629045630263617,low,low
4206430,0.004724865549815393,0.08073001404027354,low,mid-low
3174200,0.012813383309591605,0.0038871807089038033,low,low
4206480,0.010339298233482768,0.0157869110701864,low,low
4206550,0.010358567116915249,0.0035723275228744336,low,low
0402220,0,0,low,low
4814970,0.0033151431259010322,0.02667847579490685,low,low
3904381,0.015283072294679676,NA,low,NA
4206590,0.02696030930074739,0.22308041575646748,low,mid-high
4206660,0.03235796989375334,0.012359942997751554,low,low
3608160,0.02893517658492773,0.011402443201555857,low,low
3904754,0.08869996568659291,NA,mid-low,NA
3007330,0.03934080106100313,0.0017444314896079877,low,low
3007320,0,0,low,low
4206780,0.005491786677795711,0.018435013712773556,low,low
4815000,0.07183000931856406,0.2236121092926783,mid-low,mid-high
1708400,0.006965926502346936,0.025454203064397746,low,low
2610750,0.014283557803794165,0.008884669142450523,low,low
0402250,0,0,low,low
3904932,0.011508307989878612,NA,low,NA
3302480,0.04549155341579184,0.022475754063323253,low,low
5602140,0.033957744608137476,0.005940508544428055,low,low
5602150,0.016398486452927616,0.003059942845395849,low,low
2503900,0,0,low,low
3302490,0.031191505892663358,0.04142815416031028,low,low
5301680,0,0,low,low
0504590,0.019348189792336327,0.033281524135414735,low,low
2005130,0.02309641359230249,0.015823806294265035,low,low
1301470,0.005539774618329493,0.004393416602032845,low,low
2713110,0.008897030747840878,0.01655287353848136,low,low
1706510,0.05205560921782013,0.04178404311287419,mid-low,low
3007350,0,NA,low,NA
4815120,0.00568706274297457,2.8478597004344663e-4,low,low
0402320,0.01292606022946578,0.014874529187532803,low,low
1908070,0.06149999154666769,0.004416402643821091,mid-low,low
2906150,0.15211742474807585,4.727153707048734e-5,mid-high,low
4815150,0.008599535858898028,0.013450946122248609,low,low
2304440,NA,NA,NA,NA
3608250,0.010728537463148948,4.731683669271168e-4,low,low
2610830,0.016445473110058832,0.010083447673536779,low,low
4103660,0.016282968393735633,0.01656871923906505,low,low
0100900,0.005423889469123153,0.004568054044724139,low,low
2910140,0.06451277380112422,0.016175136159097228,mid-low,low
4008610,0.01617995186086119,1.587719472679648e-4,low,low
2005190,0.028926270276116786,9.61264307860407e-4,low,low
3608280,0,0,low,low
3608310,0.014414211388485313,0.0012068947886860408,low,low
2801220,0.28762386717535865,0,high,low
3904998,0.014269841122600666,NA,low,NA
2304500,NA,NA,NA,NA
4815210,0.07767269407998995,0.03220116096400008,mid-low,low
0200070,0.15154331061956525,NA,mid-high,NA
4815240,0.00654983709702474,0.01842067337662917,low,low
4103390,0.013211235728946006,0.0028763541688822075,low,low
4103420,0,0,low,low
2101320,0.01778071091332195,0.009668052271678019,low,low
0609690,0.010491285206624974,0.036699085244673676,low,low
4008640,0.02852335005601472,0.005014876368502257,low,low
0200060,0.026315138853332896,NA,low,NA
3608370,0.015002682951906838,0.004786384833878715,low,low
2801260,0.005513846682884054,0.005621487829321867,low,low
1710860,0,0,low,low
5502880,0.03445349726955469,0.008671081410435117,low,low
4206810,0.006386351723490154,0.11994124261215425,low,mid-low
3608400,0.026250161088583836,0.019074129762788963,low,low
1908130,0.014905216990132674,3.587218541535967e-4,low,low
0500009,0.024111926362159985,0.0028387563879010464,low,low
0609780,0.020065163529170742,0.019285936789303595,low,low
0609810,0.0031173181307876828,6.909301484254869e-4,low,low
3302520,0,0,low,low
3608430,0.01423377660519657,8.974643920890435e-4,low,low
0900930,0,0,low,low
4206840,0.012834423926624077,0.01600790364986577,low,low
3500630,2.9449780032658355e-4,7.413097250618978e-4,low,low
0609850,0.08742062605569492,0.05898913968742746,mid-low,mid-low
0609870,0.008341489054496118,0.01942000325059611,low,low
4815270,0.06843737663571181,0.17980539342486157,mid-low,mid-high
4815300,0.010780959088497655,0.008560620178066369,low,low
4206860,0.04473496355978632,0.0027332104596947703,low,low
4680445,0.08511804554618933,0.012363314353239604,mid-low,low
4815330,0.029685053874095226,0.09621821083996762,low,mid-low
3608460,0.012343118393134617,0.05712965070892314,low,mid-low
2610860,0.009530404665587393,0.007690443679202696,low,low
3007410,0.014708136158188929,0.0026790211786579866,low,low
4103480,0.05190618890565245,0.0378476878782412,mid-low,low
3904743,0.002324716858667498,0,low,low
3904382,0.0052356763814045,0.01035698627878806,low,low
5301710,0,0,low,low
0500405,0.022517181457982437,0,low,low
0609940,0.04357351504420051,0.05847394818329989,low,mid-low
0504680,0.024763053065458115,0,low,low
4815360,0,0,low,low
4008730,0,0,low,low
3007500,0,0,low,low
3014150,0,0,low,low
1600810,0.03658924801577152,0.001187091974591778,low,low
0609990,0.00976926165744544,0.0012238910985514421,low,low
0402370,0.028111476403140604,NA,low,NA
4815400,0.017093373540047783,0.015076052635892569,low,low
2910200,0.04114218848167287,0.04113329414032556,low,low
4206930,0.02058515320414479,0.022208240504660283,low,low
5303440,0.06089814495551746,0.008688241823604406,mid-low,low
1710980,0.05496839020657133,0.005914857289107531,mid-low,low
1908220,0.02038822468892494,0.038191742133589314,low,low
1600840,0.017771644716088473,0.003372187798542431,low,low
4206960,0.025481765683625486,0.009147252816508581,low,low
1711010,0.008980297919978932,0.07232073562661177,low,mid-low
0504740,0.030513027039558178,0.0014871918301377735,low,low
1720640,0,0,low,low
1736600,0.013546538554819656,0.0023886746694584612,low,low
1725770,0,0,low,low
5301800,0.012388640778341155,7.991656140566017e-4,low,low
4815420,0,0,low,low
4103540,0,0,low,low
4400210,0.01661465759315725,0.014130758056121415,low,low
3904999,0.005326145914385064,0,low,low
5003360,0,0,low,low
0900960,0.01433504226555739,3.222486061417783e-4,low,low
2610980,0.012337399419873933,0,low,low
0610050,0.03950506320100759,0.03305226166170681,low,low
1802430,0.01809736795481457,0.0021168384781821204,low,low
0100930,0.07300068239272528,0.025276949799502308,mid-low,low
2801290,0.18190671062616628,0.16173916797595153,mid-high,mid-high
3904533,0.04579406337148732,0.007444113747389558,low,low
2101350,0.031831690791362326,0.010679488870936761,low,low
4815480,0,0,low,low
4008790,0.01046569059656751,3.4198828068764266e-4,low,low
1807020,0.010501501048882082,0.004569163998756462,low,low
1700176,0.0809424633479857,0.0023259962036524234,mid-low,low
4008850,0.029076813022294132,0.03753089628228547,low,low
1301500,0.049602545792590144,0.047590530362016964,low,low
2910230,0,0,low,low
3608490,0.01627610049122084,0.0023013289141978386,low,low
4008940,0.010793365680846408,2.1119573804618587e-4,low,low
3105460,0.004697926146476116,8.893524770026618e-4,low,low
1711100,0.0193381664442014,0.020278918192230152,low,low
5003390,0,0,low,low
0200090,0.051905133623491015,NA,mid-low,NA
5101020,0.023578498605991562,0.049021040740435874,low,low
2910260,0.23129947510462337,0.01574197454204838,mid-high,low
4207050,0.012834709079587473,0.014985579381728772,low,low
2304620,0,0,low,low
3403540,0,0,low,low
4815510,0.0651523979426057,0.012089245191820029,mid-low,low
5502910,0.008360192171182116,2.4353904202513869e-4,low,low
0402400,0.06031309376439122,0.05956837018722862,mid-low,mid-low
4815540,0.010009653160096712,0.013663921662598095,low,low
2910290,0.012366080870053022,0.005952097859297414,low,low
4815570,0,0,low,low
3403570,0.017505128530104143,0.027225171481926273,low,low
4400240,0.0929969519151673,0.0904928204400316,mid-low,mid-low
3703310,0.056497323343794995,0.4507579107040301,mid-low,high
2611030,0.02679721633931879,0.011179907646857834,low,low
4207080,0.05659570032238249,0.5344612340754471,mid-low,high
2905640,0.014505415585093988,0.004077985934557343,low,low
2910410,0.016080320092622506,0.01203550459868734,low,low
1301530,0.008322184253725646,0.009375748354565531,low,low
1802440,0.03144532131159415,0.001802076396038791,low,low
4815600,0.012904171958026267,0.019308381207079908,low,low
3105520,0.05615743469964136,2.329149449645044e-6,mid-low,low
1802460,0.008930011288913688,0.0023033648675016716,low,low
0803150,0,0,low,low
3100140,0.008656056690090978,0.01540160412377946,low,low
3105550,0.02950903481117997,0.022278706981722664,low,low
0402430,0.06220989176827888,0.027412753413413635,mid-low,low
0100960,0.030030173395362524,0.002076526643176143,low,low
4009000,0.015159975022036861,0.015032650189089674,low,low
1700323,0,0,low,low
5301830,0,0,low,low
3403600,0.008358277641668922,0.006443908483316515,low,low
2008040,0.020833438199695367,0.03200630702622809,low,low
3910008,0.012693540433078262,0.908732049279588,low,high
1711220,0,0,low,low
1908310,0.016548427960247532,0.006107085743086146,low,low
3007710,0,0,low,low
5301860,0.04425536050872347,0.03151415631021013,low,low
3905035,0.020190895460684782,0.006818873649656957,low,low
3904942,0.016275047106977143,NA,low,NA
3904643,0.018498991047119807,NA,low,NA
3904918,0.01085276340315293,NA,low,NA
2600016,0.016615363893321543,0.0073568259902273905,low,low
4205460,0.015161934923246412,0.011559521893775475,low,low
4103690,0.005094814578843068,0.04044255967824223,low,low
1711250,0.015818411556751642,0.09991013558790973,low,mid-low
3100095,0.007121410358748204,0.03781436658708069,low,low
1711290,0.001630990700276849,0.0014208678971327627,low,low
0803180,0.022054111340256737,0.04748468922475023,low,low
1301560,0.002813516270875204,0.022519476609432043,low,low
2101380,0.013905069688649099,0.014275119915632047,low,low
5502970,0.02247398271029062,0.0017718136177994556,low,low
2910350,0.03380547573162035,0.024707307061155863,low,low
4700850,0.023518614549607686,0.00482861041638286,low,low
4815690,0.011572848448811906,0.004523999449532435,low,low
4815720,0.009140681538676861,0.02958065929726425,low,low
3105630,0.014093349543290367,0.015243552033958906,low,low
0900990,0.013202824743823343,0.0015336760923925683,low,low
2709690,0.018047799579664365,0.006131412591272167,low,low
5602370,0.051040607651920256,0.0638202039570107,mid-low,mid-low
4103720,0.03950385645156188,0.01507133867165966,low,low
4009060,0.009165774712971395,0.07096112306391421,low,mid-low
2709720,0.01026423682059888,0.007285906654804058,low,low
3904535,0.021741202109468227,0.6661820871102316,low,high
4815750,0.027242527672523612,0.034946488359397655,low,low
2709750,0.010107038140716278,3.232020230457061e-4,low,low
4800001,0,0.08720212619825701,low,mid-low
3100130,0.05098621656556644,0.0019200624773790208,mid-low,low
0507740,0.01803029741552053,0,low,low
4815810,0.004183290337594338,0.0058477057549913575,low,low
4815840,0.016640001538384293,0.025011718628330428,low,low
0504800,0.009737860228593605,0.009686059003387959,low,low
2611140,0.010415453358858951,0.023745529309881844,low,low
1812060,0.009436198633044854,8.363251516498881e-5,low,low
3608580,0.005077260612239395,0.007497330435189008,low,low
4103780,0.01891994661956842,0.002403482209053812,low,low
4009090,0.00374921899088116,0.003637848853533756,low,low
4815870,0,0,low,low
0803210,0.012400011215711406,0.002384373800847241,low,low
4815910,0.034653415639429815,0.044802101317394906,low,low
0402460,0,NA,low,NA
3608610,0,0,low,low
1802490,0.010404255285927788,0.017726972462444084,low,low
3302550,0,0,low,low
4009150,0,0,low,low
2910380,0.016637560797773485,1.957401019826113e-5,low,low
4815930,0.14350716371335784,0.01999737488513164,mid-low,low
1711350,0.04585422861270361,0.03581793418038611,low,low
5503030,0.028726022197069236,0.017100586044336532,low,low
3500660,0.009862469066011417,0,low,low
3632010,0.03156279299657366,0.0016295118373670099,low,low
0616300,0.018573511046513207,0.014030463745833187,low,low
5503060,0.01398119210979308,0.025413115584534456,low,low
0610230,0,0,low,low
4815960,0.0041807122944362285,0.02670407848323956,low,low
4815990,0,0,low,low
3007830,0.010929718099735487,0.0030498494084638833,low,low
3007860,0,0,low,low
1600870,0,0,low,low
0100990,0.018053617622740745,0.024809681582583943,low,low
0101020,0.05198688336971125,0.026675578655369233,mid-low,low
5101050,0.03275994516482924,0.04497994746018229,low,low
0610260,0.03069104281164913,0.044198198025332015,low,low
1802520,0.0028993952164896968,4.8569551434725393e-4,low,low
4103840,0.007558026266383786,0.012996249809937589,low,low
4400270,0.036349896981036016,0.06064560707682376,low,mid-low
4700900,0.03726501449603846,0.007810647436310221,low,low
2101410,0.02119281203942589,0.0017077463604182792,low,low
5101080,0.0016939326199771636,0.04817862647254042,low,low
3700011,0.06805564894210853,0.4616174594733108,mid-low,high
1739090,0.01314805543742257,0.00274573369646265,low,low
3403620,0,0,low,low
5503090,0.020064862529442055,0.004915176426174099,low,low
4207110,0.03146468524456549,0.015083272522914533,low,low
4816020,0.02216077724675809,0.00988692244196385,low,low
2005370,0.0022272952347011784,2.4623518758458483e-6,low,low
0610290,0.08755331221122192,0.03846007089539277,mid-low,low
5301890,0,0,low,low
3701080,0.01879974918043141,0.037133598480371344,low,low
0610320,0,0,low,low
4207140,0.02735125007997346,0.0011661963148994125,low,low
1742180,0.035193743263591835,0.031134147452485144,low,low
1741980,0.0056393893256882375,0.0018453857986575038,low,low
1711400,0.0546529992366457,0.012169114148757513,mid-low,low
1708550,0.1401232666434248,0.1167740314443346,mid-low,mid-low
1730270,0.041293362893424265,0.03479305963080971,low,low
1725590,0.05013973147059173,0.002568859278268684,mid-low,low
4009240,0.003433374644359187,0.004839296807712567,low,low
4816080,0.011170956653500196,4.1533349713057914e-5,low,low
5301920,0.11898846228310059,0.062483416358604285,mid-low,mid-low
3007930,0,0,low,low
0807200,0.04818131707735112,0.018285426082152285,low,low
3008130,0.11816878511377957,0.0013953022597834128,mid-low,low
4616950,0.019368636175944292,0.007407317286857414,low,low
3000003,0.08477799855281529,0.021909625146900025,mid-low,low
3008190,0,0,low,low
2300065,0,0,low,low
0610350,0.025950393717460742,0.05292169883786329,low,mid-low
0610380,0.00524047785209058,0.003204806025436687,low,low
0504860,0.010702189824560603,0.024278076871010065,low,low
3904383,0.0274977445950927,NA,low,NA
3904655,0.007415398674839853,0,low,low
0600009,0.012836049194713121,0.0400332397856604,low,low
0610440,0.047755389404316846,0.06202120197932591,low,mid-low
1711520,0,0,low,low
4816110,0.08445195017629235,0.17251241586141766,mid-low,mid-high
4009300,0.023763493903815318,0.016550821602429752,low,low
5513170,0.023701393320244325,0.029753512237658125,low,low
4816140,0,0,low,low
1301590,0.014071359082282173,0.0035223333560420534,low,low
2910440,0.13155926576323365,1.6841672319155166e-4,mid-low,low
4900180,0.03949777975487968,0.013588873384846965,low,low
4009360,0,0,low,low
4816180,0.008603831791058569,0.008662482099291002,low,low
1711610,0.012929642921409018,0.003516312211213151,low,low
3800040,0.04454521313215753,0.00287562134989125,low,low
4636990,0.009410504456824597,0.013838050637844957,low,low
4009390,0.015745811459656613,0.012084050998290777,low,low
0101050,0.06136353276569186,0.05115283619306534,mid-low,mid-low
0101080,0.004626692749229425,0.017319776439383927,low,low
1809840,0.01108207045390042,0.017052297252217262,low,low
4816200,0.020311713361289317,0.023535028754148927,low,low
1908520,0.022204745810245202,0.015514444099779827,low,low
2906120,0.00464303189710928,0.010624073682349017,low,low
0101110,0.1636745843053832,0.0755468600682201,mid-high,mid-low
1701388,0,0,low,low
4816230,0.2095294631818752,0.21684531147316782,mid-high,mid-high
4207200,0.010732338153784587,0.0029897234182356958,low,low
4103860,0.06535309441805423,0.007679507699112192,mid-low,low
4207230,0.010845298489384607,0.008256598879854452,low,low
3905054,0.010340010866109925,0,low,low
1301620,0.08801850597988391,0.019038748936965368,mid-low,low
3621450,0.024449177022263503,0.0015679264476424635,low,low
1711700,0,0,low,low
2304830,NA,NA,NA,NA
1711730,0,0,low,low
5301950,0,0,low,low
4816260,0,0,low,low
4816290,0.004650171688596186,0.016265188589437835,low,low
3904893,0.03465356916790572,0.003332728681760632,low,low
0901020,0.022845242137192856,0.009694923117078173,low,low
4207290,0.014139099753518044,0.009485112900831191,low,low
3608790,0.007750715364800496,0.004719103573294983,low,low
2611400,0.04635000767767724,0.004294870498061348,low,low
2503990,0.015515912211194659,0.004175219020375383,low,low
1908550,0.02789252183697857,6.87899835190114e-5,low,low
4207320,0.0064280895583372025,0.008633151567818548,low,low
1711790,0.020928323104742776,0.07493572085437092,low,mid-low
5101110,0.039213424945355464,0.15876740922101637,low,mid-high
1802550,0.004397068484910853,0.0095461173039526,low,low
2101440,0.003193264310251162,0.011048601450861492,low,low
3904783,0.009308940467742307,NA,low,NA
0504890,0.00684844584391279,0.009961528298203083,low,low
5003450,0,0,low,low
3008280,0.05271590775169129,0.011705570794643932,mid-low,low
0504930,0.008036086376138295,5.915524726280105e-4,low,low
3701110,0.043519885810028955,0.03570588373159794,low,low
0901050,0.011852025864935521,0.02851284385693112,low,low
1721450,0.0025952952000154908,0.003005418645254632,low,low
4009420,0,0,low,low
4501860,0.04295656766895031,0,low,low
5503150,0.011026506709915253,0.003719273945632592,low,low
5301980,0.01974541257666407,4.758629023666695e-4,low,low
4816320,0,0,low,low
2504020,0.007264192375677446,0.0018105253777149146,low,low
2710060,0.014369610027807279,0.004684402479219176,low,low
4009450,0.005137725408570254,0.02519861270356667,low,low
1908580,0.04727344351076552,0.037257860974294975,low,low
5302010,0.02210830235701302,9.885333952119723e-6,low,low
3008310,0,0,low,low
3100002,0.018316605958954832,0.005506741580378815,low,low
4103940,0.00970514262671301,0.020791316454522507,low,low
4703180,0.17496369126546124,0.08105530216087915,mid-high,mid-low
3701140,0.03585424209059599,0.039116709171943834,low,low
3701170,0.030954023512449056,0.06864438399738498,low,mid-low
2101470,0.045947309828718134,0.01699038258248164,low,low
4009510,0.017966615353455357,0.012291308926337124,low,low
1908610,0.016979665679624757,0.004461817915463389,low,low
4900210,0.05172981442281265,0.08728711714306037,mid-low,mid-low
0610620,0.03480994232074855,0.02674613891275575,low,low
2910470,0,0,low,low
2611430,0.008060745457295251,0.021012623572847344,low,low
1301650,0.025233801055196316,0.007081006808109925,low,low
3008340,0,0,low,low
4816350,0,0,low,low
4816380,0.0037644806886458957,4.131391377869155e-4,low,low
2101500,0.012808852610124747,0.0027189639903766527,low,low
2710090,0.003787602246408196,0.008002758555614388,low,low
3904792,0.058274124416402645,0.2530664940740766,mid-low,high
4700930,0,0,low,low
3904384,0.14966338356872275,0.13537251964377411,mid-low,mid-low
2101530,0.007598440928425033,0.0027510774308213905,low,low
4816410,0.014089023021713646,0.010370399530235193,low,low
2304860,0,0,low,low
5302040,0.0212097680169681,0.004982767578795952,low,low
4103990,0.011076298443739259,0.010243157186126577,low,low
4104020,0,0,low,low
0803240,0,0,low,low
5503180,0.006089193789464107,0.0023733052122628068,low,low
4816440,0.009153361056583983,0.022379376822786932,low,low
5503210,0.012722339334375273,0.010045989184939019,low,low
4617850,0.04102927747157939,0.022068855020444436,low,low
2005490,0.05036881245960275,0.12637687445959914,mid-low,mid-low
5503240,0.06553949071787259,0.01973525210034195,mid-low,low
3403630,0,0,low,low
