district_id,theils_H_race,theils_H_frl,theils_race_cat,theils_frl_cat
2602730,0.018415293104634016,0.01966224235851349,low,low
0502280,0.022773976037356303,0.004075075372273096,low,low
3400840,0,0,low,low
0602070,0.06322912325259769,0.0452061643630687,mid-low,low
4900030,0.051952726034858406,0.07638504559141583,mid-low,mid-low
0400630,0,NA,low,NA
4807950,0.00632518054883096,0.004654687126711603,low,low
3400870,0,0,low,low
0602100,0.01708110310779911,0.006768639294834109,low,low
4101200,0,0,low,low
1703480,0.009512743536779975,6.705970641089279e-4,low,low
0602160,0.021350661381368884,0.013319232968500206,low,low
0602220,0,0,low,low
1903480,0.022696888754169267,0.010456937261836913,low,low
0602250,0,0,low,low
1703510,0.007056452092153969,0.012056171236235407,low,low
0404770,0.00786525366492977,0.00845014682111747,low,low
2903040,0,0,low,low
3602820,0.007405497931130382,0.006248813253099018,low,low
4807980,0.015846794466964288,0.0022369443267267522,low,low
1703600,0.005714108300913722,0.011382782238669181,low,low
2903060,0.01870851225638543,0.006420537480673126,low,low
3301440,0,0,low,low
4202340,0.029953324931225277,0.04452016801043767,low,low
5500270,0.005644302132130269,0.0046204407719847565,low,low
2004170,0.07154290012107149,0.010431617487446015,mid-low,low
4002850,0.01899564453129839,0.12236252090693568,low,mid-low
0602310,0.08901140145804474,0.03850304715898675,mid-low,low
4002880,0.010410860278860231,0.04421880739750588,low,low
4800011,0.011161441555111172,0.017408231188801235,low,low
0602360,0.007567746534829374,2.3456142001483733e-4,low,low
4808090,0.1383973887542667,0.07938548321622446,mid-low,mid-low
0602370,0,0,low,low
4808100,0.01235125806654727,0.0076549529273019865,low,low
0602430,0.07064571039547289,0.0830960380097203,mid-low,mid-low
1703660,0.0761381429491418,8.937017902426285e-4,mid-low,low
3001950,0,0,low,low
0602450,0.016521510621053916,0.028502382655526896,low,low
3602880,0,NA,low,NA
3904684,0.025479675833477464,3.3458126904445027e-4,low,low
4808130,0.14698580814029957,0.1916363196164814,mid-low,mid-high
4002910,0.03333570996924289,0.0231300969842714,low,low
1703690,0.013197759210860978,0.004272254270793941,low,low
4202440,0.04380503289240968,0.15278779087921562,low,mid-high
5100180,0.004704699174226581,0.03237998090806481,low,low
1600060,0.0052421868091599225,0.015329156686032396,low,low
5500300,0.013074963900024428,0.015553104851082602,low,low
1903540,0.016084383942401876,0.009770573582396065,low,low
2501860,0.013544404569530533,0.012556691417219231,low,low
2501890,0.014173131058059936,0.012277275806915813,low,low
3602920,0.026729400091882155,0.034338471322575365,low,low
5100210,0.022918137201130534,0.14830783328333758,low,mid-low
3904519,0.004302939846773194,NA,low,NA
4808160,0,0,low,low
3100070,0.054207964802479976,1.7615974634771375e-4,mid-low,low
3301470,0.008965908803931942,0.003075434906378321,low,low
2501920,0.003008587506675491,1.591972387237289e-4,low,low
2800420,0.004463674117048172,0.09859505568371796,low,mid-low
4101230,0.023492751293791924,0.02138319634298716,low,low
3602940,0.0049231995013063485,0.023667978512144118,low,low
2800450,0.005606580753063847,9.55985089425064e-4,low,low
0400680,0.10049197238915569,0.31179376445330836,mid-low,high
3602970,0.013816964915601642,0.010767611808130479,low,low
3001980,0,0,low,low
3002010,0.029719370957344983,0.002877897961857143,low,low
3002030,0,0,low,low
5300150,0.009631261419331339,0.00954626233704409,low,low
4003000,0.0687550516136211,0.04630978891115612,mid-low,low
0602610,0.047328111201182146,0.01855404827538613,low,low
0602630,0.16987633038576402,0.15069848031367242,mid-high,mid-high
4808190,0.004652971813073931,2.9637968570081966e-6,low,low
3801950,0,0,low,low
1903570,0.02584982072565132,0.004237146000968193,low,low
2602790,0.01708669638749881,0.058900001465768584,low,mid-low
2100090,0,0,low,low
0200180,0.09307039133597522,NA,mid-low,NA
0100060,0.008999992153013942,0.002863128931840829,low,low
4003010,0,0,low,low
4500780,0.02298312618541819,0.05829394147586179,low,mid-low
4500810,0.020983886178704742,0.23413845782743306,low,mid-high
4500840,0.01326357031069031,0.32572794552050116,low,high
4500870,0.03317932638830131,0.16266663849671809,low,mid-high
4500900,0.05239817932275863,0.3819875959784309,mid-low,high
1800150,0.02255291400516274,0.019025341938130297,low,low
4700090,0.04147442888234014,0.026513547480533195,low,low
2100120,0.013797419171375796,0.0065265452330056945,low,low
3002070,0.03419145729191367,0.039809360195584946,low,low
0602700,0.01787085660773132,0.04713256337062275,low,low
0602730,0.010838128885671821,0.0027232026417525136,low,low
4808230,0.004377204117727184,0.004401610526732508,low,low
3603000,0,0,low,low
4639540,0.1068202945005171,0.8919763442721452,mid-low,high
2501950,0.021296699231136005,0.0065684322771103355,low,low
2003360,0.0203497502295756,0.14767110116834178,low,mid-low
3603030,0,0,low,low
2314823,0,0,low,low
3400900,0.0024118152462088553,0.0023001035770338417,low,low
0900030,0,0,low,low
3301500,0,0,low,low
1903630,0,0.0028599354911397626,low,low
4808280,0.003176938082747318,0.0028776778253997845,low,low
4808310,0.026610768861948877,0.015533781041636772,low,low
3500090,0.030119815257312416,0.039930080459183406,low,low
1903690,0.013706282194252786,0.02566545126034131,low,low
2602820,0.05405918236609685,0.07752766008092525,mid-low,mid-low
1703750,0.005609591641246382,0.0018307558719014147,low,low
4808340,0.007061710996403027,0.0020781856542152577,low,low
1703780,0,0,low,low
3910004,0.036920821696975005,0,low,low
2703150,0.009655558410934201,0.0113204465277554,low,low
1703810,0.02668187675472108,0.011063625585602956,low,low
2400060,0.13469419466950064,0.17858856365360104,mid-low,mid-high
0200525,0.131006051659012,NA,mid-low,NA
4101350,0,0,low,low
0100090,0.02729793094238307,0.10931135718133567,low,mid-low
4202490,0.025815108407168757,0.005349446019800798,low,low
2703180,0.041134081920733416,0.052372777114539325,low,mid-low
3100010,0.054869116378580496,0.011565280014247885,mid-low,low
3103060,0.032694360097237,0.005346076939498166,low,low
3700180,0.05716266780682976,0.021655406093673064,mid-low,low
4808400,0.0114769203570835,0.02271098948239778,low,low
3904662,0.012213022623657187,0.006222873343937911,low,low
0900060,0.00440857852054696,0.0011857634911865147,low,low
0602760,0.012973163570477255,0.014038724753285013,low,low
0400720,0.010800625533984948,0,low,low
0602820,0.062395144660494443,0.056468929160977996,mid-low,mid-low
4808430,0.03305800887125717,0.004111558122673754,low,low
3904820,0.01819349392049851,NA,low,NA
4202480,0.009798670373996538,0.009267292926251449,low,low
5500360,0.01055351378685252,0.024196855892429932,low,low
1703840,0.013568190563991231,0.014872418593670578,low,low
0602850,0.027691517807170128,0.050544617453501695,low,mid-low
4003060,0.007203253376769215,3.290369425308287e-4,low,low
4808460,0,0,low,low
3904899,0.019083586375422613,0.010179249912220571,low,low
0400750,0,NA,low,NA
0400790,0.012785286251979597,0.11217253827957979,low,mid-low
1903750,0.03892069151271049,0.0029054666274973247,low,low
4202550,0.013651335596839793,0.013645227607068476,low,low
3802014,0,NA,low,NA
4808490,0.030263032015635277,0.019270178976524402,low,low
0600017,0.025822089806837204,0.04582333260512575,low,low
5500390,0.04998940251820101,0.0694052025706519,low,mid-low
2903120,0.03372585322802327,0.01798640575528548,low,low
2302510,0,0,low,low
1300060,0.02581992598850879,0.01715519317011899,low,low
5100240,0.002068389900527881,0.007263267699394632,low,low
1000080,0.036568165875012756,0.022329069637557954,low,low
1703900,0.00525798761331411,0.00123025257100632,low,low
4808520,0,0,low,low
1903780,0.04256130758519176,5.782989393885769e-4,low,low
0100100,0.01121880436539591,0.005720431322228674,low,low
4808550,0.005089700120739717,0.027095919436832958,low,low
4808580,0.004325056406042742,0.013753643176427433,low,low
4003120,0.0056955746071928855,2.251966294070771e-4,low,low
3103090,0.012207571533711485,0.003251295543233253,low,low
1600090,0,NA,low,NA
1703930,0.006566278294094742,0.0014834653553205605,low,low
3910002,0.004661184619086948,0.023001835939644874,low,low
3103120,0.032446086019590516,7.758531142808694e-5,low,low
5500420,0.04014008952236747,0.034400333438296356,low,low
0602970,0.015542815498924051,0.008161303648857114,low,low
2903150,0.005377525036809811,0.06046023412689595,low,mid-low
3904663,0.03948087188417361,0.0029626952723117886,low,low
0603000,0.014617923882401821,0.0068236437194995735,low,low
3904704,0.001619586847368058,NA,low,NA
4808610,0.008833729259956988,0.002488403224477842,low,low
2903200,0.0107417212252848,3.557471294285037e-5,low,low
0802190,0.019017454832853803,0.016228703968708222,low,low
0603060,0,0,low,low
1703960,0.005758128180373384,0.012978027373278618,low,low
4003180,0.009947677974418825,0.01429346666915552,low,low
3603180,0.0048854881744406255,0,low,low
0603090,0,0,low,low
1703990,0.00866080301890432,2.7510243319564752e-5,low,low
1704020,0,0,low,low
2003430,0.0613287319041574,0.007198007136895801,mid-low,low
1800180,0.009328374415061283,0.006069515200198007,low,low
3603210,0.009354757502619066,3.670971669939622e-4,low,low
4808670,0.011214817665888381,0.033175330051884305,low,low
5500450,0.041669806213966105,0.0042162160804144295,low,low
0802220,0.01848989635868791,0.002932991056683184,low,low
0502430,0.012961949898469705,0.02129793770776878,low,low
2003450,0.021321369884373345,0.026504753831266124,low,low
4003210,0.011761458783827543,0.05354806040713049,low,mid-low
3603240,0,0,low,low
3002220,2.3141918051702086e-4,0.004655227036822578,low,low
3002250,0,0,low,low
2501980,0.014556685137018433,0.024818200312899732,low,low
4700152,0.006537582726584157,0.005550192217482083,low,low
3603270,0.019871449932296226,0.023075928146954982,low,low
5100270,0.0892914932728643,0.1672295030952438,mid-low,mid-high
0400840,0,0,low,low
1704140,0.048517508559911715,0.012793608762671322,low,low
4808700,0.1254763785612409,0.15587153760765737,mid-low,mid-high
3904742,0.0040717382225083695,0,low,low
3103130,0,9.881720401952293e-5,low,low
5001830,0.04229366815370755,0.0040857976294368355,low,low
5300240,0.007580203109019403,0.00632947517794865,low,low
4603720,0.025701833931074513,0.01260099720215972,low,low
4101470,0,0,low,low
2603240,0.023072269778453336,0.006670433242505014,low,low
0603180,0.012410671832087276,0.010600165639014862,low,low
0502550,0.008201711195588943,1.6967933211221937e-5,low,low
4603780,0.02777421893299445,0.0020522220898536617,low,low
4202590,0.04860435041829273,0.4186295363132755,low,high
1704230,0,0,low,low
1704200,0,0,low,low
4003240,0.02048743942508533,0.00108820615588635,low,low
3100073,0.07501779512038909,0.0013972447017430681,mid-low,low
4101500,0,0,low,low
0691136,0.02655744884239244,0.002001439545577138,low,low
4808730,0.0050807410380774775,0.011227348181499758,low,low
0802260,0,0,low,low
3002300,0.004390788911517571,0,low,low
5506180,0,0,low,low
3500120,0.025980805183367935,0.025191005770819522,low,low
3103210,0.1440658101413752,8.89238141207897e-4,mid-low,low
1704260,0.06295762045922292,0.021097932971265464,mid-low,low
0603270,0.045013736682384245,0.019682210205037336,low,low
2603270,0,0,low,low
3400930,0.02322883304848077,0.008591339118099471,low,low
2200090,0.13117156087671356,0.08048827064577826,mid-low,mid-low
0400870,0,0,low,low
0400910,0.033114083934255134,0.002765339679401007,low,low
2903270,0.011558112327223516,0.014544685154588802,low,low
2502040,0.0061529163796804846,8.291252157092409e-4,low,low
2703300,0.07905779946216146,0.0026623420419600373,mid-low,low
0502580,0.004047028495593443,0.009086295329418442,low,low
3700210,0.017006256375096146,0.013736140449885309,low,low
3700240,0.017092488655889422,0.021254421759789477,low,low
4003300,0.023771474962241888,0.03311508789613414,low,low
3700270,0.015919893787414045,0.027055188846725895,low,low
0900090,0,0,low,low
2502100,0.007302162825486399,7.504587459304236e-4,low,low
2003510,0.03798150429633592,0.17732163092792386,low,mid-high
3904350,0.016296758396045757,NA,low,NA
3000008,0.028873698834423034,0,low,low
2100150,0.018615962200551804,0.04572130990228845,low,low
3301560,0,0,low,low
5500510,0.046069066853977526,0.017092907960545523,low,low
4101560,0.011542393296349688,0.0082435965852312,low,low
3100034,0.01673375320850844,0.003205481584486247,low,low
3802170,0.07553570419978194,7.478911571603246e-4,mid-low,low
1704340,0,0,low,low
2603480,0.0856771960687031,0.002071348030775776,mid-low,low
3904351,0.008566368160585468,0.06381098628627654,low,mid-low
1704380,0.01510689184407216,0.0024233943278550783,low,low
5500540,0.008417127050870922,0.011661641438682027,low,low
4101590,0,NA,low,NA
5300280,0.002856568991425239,3.6968490630229526e-4,low,low
0802280,0.041635814719053116,NA,low,NA
4800006,0.013612792672604745,0.01569172374791901,low,low
2200120,0.18522329501882417,0.04036086359778223,mid-high,low
1704440,0.07956573957029732,0.009581218092199553,mid-low,low
4101620,0.01079162358536706,0.003975389346222897,low,low
0603300,0.03115224651732832,0.009691092456048721,low,low
2005700,0.016590635243146162,2.1048811533786653e-4,low,low
2003540,0.011135910630026079,0.003945143223981444,low,low
4101660,0.01453276527898851,0.009272334735225924,low,low
4700120,0.005482637906391534,0.003432685265256965,low,low
2603510,0.009644106190265038,0.005793239179436395,low,low
4202670,0.01818961371335456,0.20018026497552002,low,mid-high
0100120,0.03805308872787446,0.04889196575678836,low,low
3904352,0.004988362768832461,NA,low,NA
1704470,0.028338751671105483,0.008073412594070323,low,low
4808870,0.0071107319930542754,0.008228956441513006,low,low
2314817,0,0,low,low
5500570,0.04487628089715302,0.009001469643578308,low,low
2603540,0.018594384453031496,0.0015979863274581795,low,low
2502160,0.01696117543431746,0.013836301880419287,low,low
0502610,0.017336385187131063,0.0015668635054596485,low,low
1300090,0.01419665567792906,0.030118549929124036,low,low
2903480,0.009786447099184354,0.01726889342083376,low,low
2603570,0,0,low,low
4808880,0.005657082520763458,0.011327811212383208,low,low
1300120,0.2964473081009136,0.06641454729562293,high,mid-low
3400960,0.14425565071261345,0.04789275363196257,mid-low,low
1903930,0.01666609865258731,0.00166016391183043,low,low
3401020,0,0,low,low
4003360,0.006905454340318389,0.012965948106601153,low,low
2800510,0.3845912334988616,0,high,low
0100180,0.0057377730104818765,0.00904984128356241,low,low
2003570,0.022133896876306357,0.028866759959397463,low,low
3603420,0.013012718162755729,0.004661178150136313,low,low
1800210,0.014980137041019406,0.005776027771669213,low,low
2502190,0.00600317309181068,0.006191139336846116,low,low
0603420,0.03468805408152634,0.05061326585076984,low,mid-low
1704560,0.009081759149698313,0.0034954473460887007,low,low
2603600,0.02700334447839589,0.007193292017713674,low,low
4808910,0.02507512667569031,0.0037396237076284295,low,low
2502220,0.0050779337812890775,0.0015028090760419118,low,low
0100210,0.011275397799777013,0.01546279574721827,low,low
3603480,0.023637790877067077,0.04931418940804709,low,low
1704620,0.008278524956599176,0.0012050085914014806,low,low
2302610,0.05476638320970685,0.07123706635974496,mid-low,mid-low
3103330,0.023413678996304157,5.144230961272626e-4,low,low
3301590,0,0,low,low
5300300,0.033650022809495556,0.01951168810914408,low,low
0603480,0.06383644310493271,0.025648897811184596,mid-low,low
2003200,0.01988942385167394,0.06305901527525483,low,mid-low
5500600,0.00796969833050633,0.0034886126164302656,low,low
3002490,0,0,low,low
1903960,0.013990236630918886,0.0060887325055621,low,low
3401050,0.014052432153107804,0.00434129416799732,low,low
2003630,0.02130361459487602,0.014878882442251757,low,low
5100300,0.0400128160520263,0.02826166182640219,low,low
3002430,0.006210979059499952,0.07405119355742923,low,mid-low
3002450,0,0,low,low
2100180,0,0,low,low
2302640,0.0272137040414252,0.02432460960951516,low,low
5500630,0.016756575112074467,0.032213123769415535,low,low
0502670,0.0020033444694180836,0,low,low
3904917,0.007564968461530619,NA,low,NA
1704680,0.05441157140017476,0.008328977187349493,mid-low,low
0802340,0.05972256575986789,0.11550511600354962,mid-low,mid-low
3103360,0.014853311115543532,0.0015943570897026828,low,low
2904020,0.007806022366313424,0.005039311220602591,low,low
1704710,0.042829349019040085,0.020499217818312224,low,low
3616170,0.07171469382355784,0.013541636692098076,mid-low,low
4202700,0.03947495755587962,0.03537396917636037,low,low
4808940,0.203983902127896,0.3593635455860427,mid-high,high
2703450,0.01972960865078257,0.018634852576616602,low,low
3904829,0.004089798643969895,NA,low,NA
4809000,0.03107096732938507,0.0026269763015207147,low,low
0100240,0.051719671038345696,0.023406115852996717,mid-low,low
2603660,0,0,low,low
2904050,0.029535127948371605,0.012618266322662771,low,low
4809030,0,0,low,low
3401110,0,0,low,low
4003450,0,0,low,low
4202760,0.03507701504188283,0.01746164215951206,low,low
2904080,0,0,low,low
3600016,0.014942258666470412,0.004145575454318653,low,low
3700300,0.07166278925210665,0.04497681237677652,mid-low,low
4809060,0.002744408075733045,0.01764645961485209,low,low
1600150,0,NA,low,NA
2904110,0,0,low,low
4809090,0,0,low,low
1704740,0,0,low,low
3603630,0,0,low,low
1704800,0.0017468626916350937,0.010248241660112697,low,low
2502250,0.0061136223763968225,4.03907761875631e-4,low,low
3401140,0,0,low,low
3603660,0.04071443393106045,0.0015424836744582975,low,low
1800270,0.007653748895496728,0.007247132454028,low,low
3002550,0,0,low,low
4202790,0.004170584214435956,0.004852041922644812,low,low
3904812,0.02204884447484947,NA,low,NA
3904811,0.0035346581631222054,NA,low,NA
0900120,0.006636397437906457,0.0016492969394620474,low,low
4604270,0.02119780341935185,0.0012734139712331954,low,low
0400960,0.04211834679584736,0.060445223108716195,low,mid-low
2603690,0.06714819410734796,0.08473563302531163,mid-low,mid-low
4202820,0.01969019622883892,0.0021712679816150485,low,low
2200150,0.06885996395709974,0.023377210172191226,mid-low,low
3103420,0.03599193109186204,6.246994710812224e-4,low,low
4809150,0.00985771858587931,0.02271367928469448,low,low
2500542,0.01114286547174211,0.0017317948932630025,low,low
3002570,0,NA,low,NA
3904670,0.01615460528218346,0,low,low
4809200,0.019745327054957004,0.009599744946573698,low,low
3500150,0.017812091821518147,0.35647486259513234,low,high
0603600,0.03249835984801474,0.009678906205875087,low,low
0403950,0.10212753511896082,0.017583659104118122,mid-low,low
3603720,0.007418372447083979,0.00599975629293843,low,low
1300150,0.0038051390469651535,0.008774749399431292,low,low
2600017,0.028374424916885493,0.0021159587648928993,low,low
2703540,0.051667036032850264,0.01488669776871923,mid-low,low
0401000,0.014546633428899669,0.002320447392995852,low,low
2703570,1.5854241286180522e-4,0.006306560484270878,low,low
2302730,0.044432775564597196,0.0014923396356732424,low,low
5300330,0.009799768401138602,0.00858664692429629,low,low
3603810,0.035423635224942254,0.021232955207195293,low,low
3002640,0.11894736162863287,0.00478609762054918,mid-low,low
