district_id,school,enroll_d,frl_enroll_d,pct_frl
2680680,3,197,80,0.406
2680700,2,134,39,0.291
2680720,7,1045,584,0.559
2680740,1,44,29,0.659
2680750,1,24,11,0.458
2680755,1,88,65,0.739
2680770,3,147,77,0.524
2680790,1,14,4,0.286
2680800,1,137,71,0.518
2680820,3,501,151,0.301
2680830,4,219,164,0.749
2680850,3,155,104,0.671
2680860,1,25,14,0.56
2680880,2,2242,572,0.255
2680900,3,243,84,0.346
2680920,1,36,26,0.722
2680930,4,418,214,0.512
2680940,1,139,83,0.597
2680960,1,67,56,0.836
2680965,1,56,31,0.554
2680975,1,179,130,0.726
2680980,1,97,73,0.753
2680985,3,149,71,0.477
2680990,7,1454,451,0.31
2700001,2,560,222,0.396
2700005,2,756,292,0.386
2700006,3,889,214,0.241
2700007,2,524,114,0.218
2700008,9,2014,722,0.358
2700013,4,754,144,0.191
2700014,4,186,84,0.452
2700015,4,75,29,0.387
2700016,1,84,33,0.393
2700017,5,3309,467,0.141
2700019,5,1308,322,0.246
2700022,3,1060,398,0.375
2700023,2,495,156,0.315
2700024,2,581,165,0.284
2700025,8,634,343,0.541
2700026,12,722,198,0.274
2700028,1,113,62,0.549
2700036,1,89,25,0.281
2700040,3,74,28,0.378
2700041,1,13,3,0.231
2700043,1,62,3,0.048
2700045,3,103,20,0.194
2700046,3,104,66,0.635
2700051,1,17,6,0.353
2700054,4,159,78,0.491
2700055,5,96,31,0.323
2700058,1,115,56,0.487
2700063,3,59,22,0.373
2700071,4,131,38,0.29
2700073,3,38,23,0.605
2700083,2,41,16,0.39
2700086,8,247,114,0.462
2700088,2,647,149,0.23
2700089,2,834,205,0.246
2700090,2,706,204,0.289
2700091,3,720,211,0.293
2700092,2,213,35,0.164
2700093,2,673,86,0.128
2700096,1,891,577,0.648
2700099,3,647,217,0.335
2700100,2,589,123,0.209
2700101,2,209,103,0.493
2700102,3,1050,277,0.264
2700103,2,447,194,0.434
2700104,4,765,208,0.272
2700105,2,629,167,0.266
2700106,3,889,416,0.468
2700107,2,229,21,0.092
2700108,4,1096,446,0.407
2700109,2,937,533,0.569
2700110,2,440,139,0.316
2700115,3,833,666,0.8
2700116,1,193,26,0.135
2700117,9,4893,2557,0.523
2700118,1,441,319,0.723
2700123,6,1264,248,0.196
2700124,2,1788,827,0.463
2700125,4,811,382,0.471
2700127,2,298,78,0.262
2700128,4,1492,392,0.263
2700129,2,143,77,0.538
2700130,4,1080,446,0.413
2700132,2,419,125,0.298
2700133,2,987,335,0.339
2700138,4,243,80,0.329
2700139,2,69,30,0.435
2700140,2,1024,992,0.969
2700142,3,466,406,0.871
2700148,2,208,56,0.269
2700150,4,301,111,0.369
2700152,1,62,57,0.919
2700156,1,187,152,0.813
2700157,1,91,73,0.802
2700159,1,295,234,0.793
2700160,1,311,256,0.823
2700162,2,736,200,0.272
2700163,2,585,203,0.347
2700167,1,553,23,0.042
2700173,1,137,42,0.307
2700174,1,60,19,0.317
2700177,3,548,104,0.19
2700178,2,87,21,0.241
2700179,1,121,12,0.099
2700180,1,61,37,0.607
2700181,1,91,75,0.824
2700182,3,1119,371,0.332
2700183,2,454,232,0.511
2700184,1,456,361,0.792
2700185,1,547,454,0.83
2700186,2,423,207,0.489
2700187,2,247,41,0.166
2700189,2,986,955,0.969
2700190,2,334,283,0.847
2700191,1,46,39,0.848
2700192,1,49,28,0.571
2700193,1,562,195,0.347
2700194,1,103,14,0.136
2700208,1,357,62,0.174
2700209,1,196,48,0.245
2700211,1,65,30,0.462
2700212,1,178,7,0.039
2700213,1,49,22,0.449
2700214,1,126,62,0.492
2700218,3,388,130,0.335
2700220,2,435,347,0.798
2700221,2,121,77,0.636
2700224,4,167,101,0.605
2700225,1,195,59,0.303
2700226,1,50,29,0.58
2700230,2,640,510,0.797
2700231,4,1122,267,0.238
2700235,1,183,30,0.164
2700237,1,515,376,0.73
2700240,3,765,542,0.708
2700241,1,109,66,0.606
2700245,3,832,816,0.981
2700246,1,487,283,0.581
2700247,1,445,426,0.957
2700249,1,139,19,0.137
2700252,1,519,362,0.697
2700253,1,792,546,0.689
2700254,1,42,5,0.119
2700255,1,36,8,0.222
2700256,1,89,69,0.775
2700260,1,203,22,0.108
2700261,1,109,19,0.174
2700262,1,593,42,0.071
2700263,1,399,393,0.985
2700273,1,134,127,0.948
2700275,1,145,110,0.759
2700276,3,840,69,0.082
2700277,1,240,119,0.496
2700278,1,127,55,0.433
2700281,1,832,63,0.076
2700284,3,1116,259,0.232
2700287,4,1484,330,0.222
2700288,4,1592,1201,0.754
2700289,1,315,268,0.851
2700290,1,48,20,0.417
2700291,1,127,93,0.732
2700292,1,57,14,0.246
2700293,1,73,33,0.452
2700294,2,599,164,0.274
2700295,3,722,483,0.669
2700296,1,374,34,0.091
2700299,1,111,108,0.973
2700304,2,1410,1210,0.858
2700308,4,578,534,0.924
2700309,1,679,577,0.85
2700311,1,686,83,0.121
2700313,1,444,360,0.811
2700315,4,373,67,0.18
2700316,1,85,32,0.376
2700318,1,83,44,0.53
2700319,2,734,59,0.08
2700320,1,918,134,0.146
2700321,1,29,21,0.724
2700324,1,279,108,0.387
2700325,1,187,144,0.77
2700326,2,672,238,0.354
2700327,7,120,45,0.375
2700328,2,472,129,0.273
2700333,3,1341,369,0.275
2700335,2,363,353,0.972
2700337,2,984,83,0.084
2700339,1,127,31,0.244
2700341,4,376,326,0.867
2700342,3,2327,1942,0.835
2700343,1,197,153,0.777
2700344,2,790,79,0.1
2700345,2,251,130,0.518
2700346,2,100,71,0.71
2700349,1,379,25,0.066
2700350,1,99,82,0.828
2700351,1,438,35,0.08
2700352,1,143,45,0.315
2700353,1,483,480,0.994
2700354,1,301,111,0.369
2700355,1,127,26,0.205
2700358,3,1263,100,0.079
2700360,3,554,95,0.171
2700361,1,94,41,0.436
2700362,3,1189,63,0.053
2700363,1,300,284,0.947
2700364,2,1413,226,0.16
2700366,1,475,144,0.303
2700367,2,620,366,0.59
2700368,1,138,36,0.261
2700369,1,109,54,0.495
2700370,1,129,124,0.961
2700372,1,27,19,0.704
2700376,2,263,41,0.156
2700378,1,129,80,0.62
2700379,4,1929,660,0.342
2700380,4,823,684,0.831
2700382,4,524,108,0.206
2700383,2,1046,216,0.207
2700384,2,307,294,0.958
2700385,2,382,136,0.356
2700386,2,303,275,0.908
2700388,2,432,268,0.62
2700389,2,123,75,0.61
2700390,1,150,139,0.927
2700391,1,216,74,0.343
2700393,1,438,427,0.975
2700394,1,279,55,0.197
2700395,1,231,194,0.84
2700396,1,100,97,0.97
2700397,2,332,92,0.277
2700398,1,329,272,0.827
2700399,3,470,434,0.923
2700401,1,641,68,0.106
2700402,1,122,102,0.836
2700403,1,117,11,0.094
2700404,3,308,267,0.867
2700406,1,177,113,0.638
2700408,2,152,64,0.421
2700410,1,440,368,0.836
2700412,1,96,39,0.406
2700413,6,154,22,0.143
2700415,1,231,223,0.965
2700420,7,352,102,0.29
2700423,2,209,149,0.713
2700424,3,86,42,0.488
2700425,2,284,77,0.271
2700426,1,40,31,0.775
2700429,1,176,50,0.284
2700430,1,529,411,0.777
2700433,1,233,212,0.91
2700437,1,207,11,0.053
2700438,2,108,87,0.806
2700439,2,257,251,0.977
2700442,1,21,12,0.571
2700444,1,68,58,0.853
2700445,1,228,224,0.982
2700446,1,11,4,0.364
2700449,1,163,20,0.123
2700450,1,67,59,0.881
2700451,2,110,104,0.945
2700453,1,54,48,0.889
2700454,1,188,22,0.117
2700455,1,113,48,0.425
2700456,1,163,12,0.074
2700458,2,206,23,0.112
2700459,1,43,6,0.14
2700460,2,90,84,0.933
2700461,1,42,26,0.619
2700462,1,49,34,0.694
2700464,1,77,58,0.753
2700465,1,62,59,0.952
2700466,7,2501,740,0.296
2700467,1,101,70,0.693
2700468,2,276,6,0.022
2700469,1,129,113,0.876
2700471,1,23,12,0.522
2700473,1,140,3,0.021
2700474,1,107,38,0.355
2700480,2,712,264,0.371
2702264,9,807,287,0.356
2702640,2,471,100,0.212
2702720,3,410,101,0.246
2702730,3,589,153,0.26
2702760,3,1054,316,0.3
2702910,2,756,313,0.414
2702930,4,1774,258,0.145
2702970,9,3499,1753,0.501
2703030,2,442,85,0.192
2703060,9,4083,841,0.206
2703150,3,2057,250,0.122
2703180,46,37771,11070,0.293
2703300,2,318,78,0.245
2703450,12,5182,2631,0.508
2703540,2,224,65,0.29
2703570,2,933,435,0.466
2703660,2,898,126,0.14
2703690,2,708,177,0.25
2703750,2,404,122,0.302
2703870,5,2833,402,0.142
2704050,6,1578,230,0.146
2704440,11,4802,1626,0.339
2704470,3,792,304,0.384
2705430,2,522,213,0.408
2705460,6,3112,605,0.194
2705660,3,616,217,0.352
2705730,2,690,323,0.468
2705760,2,833,238,0.286
2705790,22,10347,4037,0.39
2705850,1,213,37,0.174
2706060,2,734,178,0.243
2706090,11,6215,1942,0.312
2706150,3,635,221,0.348
2706240,7,2167,1542,0.712
2706300,2,540,235,0.435
2707110,2,173,107,0.618
2707200,10,5261,870,0.165
2707290,18,7745,3768,0.487
2707320,2,226,149,0.659
2707350,4,2278,226,0.099
2707380,3,732,137,0.187
2707410,16,5067,1077,0.213
2707450,2,142,55,0.387
2707470,2,590,203,0.344
2707500,2,1087,182,0.167
2707590,2,382,105,0.275
2708070,4,1165,838,0.719
2708100,13,6621,1009,0.152
2708190,19,9375,1309,0.14
2708220,3,897,117,0.13
2708910,3,688,295,0.429
2708940,2,153,53,0.346
2708955,1,115,104,0.904
2709330,2,559,75,0.134
2709360,2,186,115,0.618
2709420,6,2646,1007,0.381
2709440,7,2374,486,0.205
2709480,4,1066,425,0.399
2709510,8,3238,2111,0.652
2709540,2,131,49,0.374
2709690,2,310,56,0.181
2709720,4,1157,583,0.504
2709750,2,1007,279,0.277
2710060,7,2147,292,0.136
2710090,2,557,172,0.309
2710140,3,895,542,0.606
2710170,3,2429,130,0.054
2710230,6,2798,870,0.311
2710260,4,1589,319,0.201
2711010,3,1082,170,0.157
2711040,20,8324,2615,0.314
2711085,3,779,328,0.421
2711130,4,1949,584,0.3
2711190,3,926,208,0.225
2711220,2,444,192,0.432
2711250,11,8472,993,0.117
2711370,25,13828,1542,0.112
2711460,2,146,59,0.404
2711520,3,508,106,0.209
2711670,12,11229,414,0.037
2711760,11,3325,2029,0.61
2711820,8,6902,958,0.139
2711880,9,2993,824,0.275
2711910,2,488,118,0.242
2712180,2,229,83,0.362
2712210,2,165,52,0.315
2712240,3,1960,358,0.183
2712270,13,5958,1041,0.175
2712300,2,591,226,0.382
2712360,2,866,259,0.299
2712420,9,2885,1776,0.616
2712480,2,378,145,0.384
2712580,2,624,201,0.322
2712900,2,703,80,0.114
2713020,2,268,116,0.433
2713040,3,325,131,0.403
2713110,3,431,112,0.26
2713140,3,466,73,0.157
2713170,10,4021,1298,0.323
2713380,2,424,81,0.191
2713530,8,4151,641,0.154
2713560,3,1007,71,0.071
2713590,2,667,183,0.274
2713680,3,166,50,0.301
2713860,2,377,117,0.31
2713890,2,96,40,0.417
2713920,5,2098,212,0.101
2713930,2,324,138,0.426
2713980,5,2190,784,0.358
2714010,3,246,106,0.431
2714040,2,367,64,0.174
2714070,4,1008,537,0.533
2714190,2,1058,164,0.155
2714220,12,8861,1599,0.18
2714260,12,6942,2138,0.308
2714280,6,1906,687,0.36
2714970,8,2741,630,0.23
2715000,2,899,250,0.278
2715030,11,3447,1338,0.388
2715510,3,434,225,0.518
2715540,1,83,17,0.205
2715750,4,1852,318,0.172
2716980,3,2171,238,0.11
2717010,2,297,172,0.579
2717100,3,659,124,0.188
2717120,2,781,225,0.288
2717220,2,751,80,0.107
2717250,3,1069,166,0.155
2717460,1,119,35,0.294
2717520,2,1202,251,0.209
2717570,2,473,104,0.22
2717780,18,11512,1385,0.12
2717880,2,185,49,0.265
2717910,2,417,83,0.199
2717940,3,333,161,0.483
2718060,2,250,48,0.192
2718070,4,946,251,0.265
2718090,3,692,161,0.233
2718210,5,1527,475,0.311
2718240,6,2440,944,0.387
2718270,2,338,93,0.275
2718330,3,1143,221,0.193
2718360,2,306,168,0.549
2718390,2,164,91,0.555
2718540,2,265,41,0.155
2718570,2,629,229,0.364
2718660,3,701,470,0.67
2718750,6,3229,261,0.081
2718780,17,8619,2565,0.298
2718810,2,787,134,0.17
2718920,2,134,43,0.321
2718940,6,2662,1132,0.425
2718960,4,674,233,0.346
2719170,2,456,165,0.362
2719320,2,900,260,0.289
2720550,3,1269,323,0.255
2720580,2,989,430,0.435
2720670,5,1673,632,0.378
2721210,1,36,22,0.611
2721240,75,28278,14051,0.497
2721270,2,520,82,0.158
2721320,4,1333,538,0.404
2721390,9,4161,795,0.191
2721420,10,7225,2712,0.375
2721450,2,574,116,0.202
2721480,4,1607,536,0.334
2722920,6,2425,283,0.117
2722950,21,11721,2998,0.256
2723010,2,502,260,0.518
2723310,2,598,238,0.398
2723370,2,579,206,0.356
2723380,1,113,54,0.478
2723400,5,1550,255,0.165
2723430,7,4201,446,0.106
2723490,4,2083,465,0.223
2723520,2,785,228,0.29
2723550,3,440,113,0.257
2723580,2,362,38,0.105
2723820,7,2573,430,0.167
2723850,21,10398,5656,0.544
2723880,10,3914,824,0.211
2723910,3,928,101,0.109
2723970,2,525,162,0.309
2725050,4,NA,264,NA
2725080,5,2859,161,0.056
2725140,2,856,187,0.218
2725200,30,20606,8197,0.398
2728050,11,4962,1822,0.367
2728080,7,1736,732,0.422
2728110,2,544,112,0.206
2728140,2,NA,164,NA
2728170,2,867,433,0.499
2728200,3,1771,299,0.169
2728230,4,1572,347,0.221
2728290,3,639,121,0.189
2728320,2,1249,310,0.248
2728350,3,1228,484,0.394
2728380,4,1572,300,0.191
2728950,3,1493,123,0.082
2728960,1,72,64,0.889
2728970,3,915,383,0.419
2730030,7,3226,808,0.25
2730060,11,8915,984,0.11
2730090,5,1868,410,0.219
2730150,2,769,78,0.101
2730450,2,381,92,0.241
2730480,5,2481,623,0.251
2730510,7,1460,981,0.672
2730870,2,351,229,0.652
2731750,10,4151,2110,0.508
2731780,23,11348,5250,0.463
2731800,36,17564,6340,0.361
2732070,3,1551,332,0.214
2732250,2,1162,195,0.168
2732390,38,29245,5040,0.172
2732430,13,7379,2753,0.373
2732460,2,309,90,0.291
2732520,3,928,188,0.203
2732550,2,863,192,0.222
2732700,4,284,130,0.458
2732820,5,4118,605,0.147
2732850,3,1080,257,0.238
2732880,6,4364,1226,0.281
2732970,2,450,191,0.424
2733000,11,7950,2525,0.318
2733210,2,595,195,0.328
2733270,7,3116,1602,0.514
2733300,2,345,75,0.217
2733330,11,6187,2242,0.362
2733390,2,574,242,0.422
2733420,3,1782,302,0.169
2733450,2,1027,213,0.207
2733480,2,762,101,0.133
2733510,17,9514,5442,0.572
2733540,11,4284,846,0.197
2733600,3,1069,520,0.486
2733720,1,40,25,0.625
2733780,7,4564,1225,0.268
2733790,10,6649,598,0.09
2733810,27,NA,2924,NA
2733840,79,33350,20468,0.614
2733870,6,2071,563,0.272
2733900,3,948,325,0.343
2738160,5,2058,289,0.14
2738190,14,8199,1027,0.125
2738280,2,350,120,0.343
2738850,4,1853,548,0.296
2738880,2,1275,80,0.063
2740665,3,986,258,0.262
2740680,2,253,138,0.545
2740740,4,1336,279,0.209
2740810,2,279,28,0.1
2740830,2,581,154,0.265
2740860,2,363,84,0.231
2740920,2,525,234,0.446
2741060,5,899,252,0.28
2741430,2,399,135,0.338
2741460,7,4041,203,0.05
2741850,3,1049,288,0.275
2741880,6,1776,575,0.324
2741910,4,1499,236,0.157
2742120,4,696,446,0.641
2742160,18,12018,834,0.069
2742270,10,5050,1818,0.36
2742330,2,379,107,0.282
2742360,20,8481,1886,0.222
2742720,7,4270,2483,0.581
2742750,2,423,140,0.331
2742780,3,1149,464,0.404
2744070,10,2556,795,0.311
2744160,8,3797,2307,0.608
2744190,2,378,152,0.402
2745735,4,1240,171,0.138
2791353,5,187,55,0.294
2791443,5,260,65,0.25
2791445,3,953,165,0.173
2791446,2,197,130,0.66
2791447,2,233,66,0.283
2791449,2,430,162,0.377
2791450,2,904,327,0.362
2791451,2,704,143,0.203
2791455,2,71,17,0.239
2791456,1,166,25,0.151
2800031,1,88,85,0.966
2800183,1,23,20,0.87
2800185,3,930,930,1
2800186,3,843,843,1
2800187,13,3059,3059,1
2800188,1,568,568,1
2800189,7,4902,4881,0.996
2800190,1,239,239,1
2800191,6,2732,2720,0.996
2800192,1,570,570,1
2800193,1,582,582,1
2800194,1,450,450,1
2800195,7,2502,2499,0.999
2800196,2,1176,1176,1
2800197,1,317,317,1
2800198,12,3978,3975,0.999
2800199,1,195,195,1
2800200,5,2211,2196,0.993
2800360,3,1043,1040,0.997
2800390,8,3131,3107,0.992
2800420,2,886,883,0.997
2800450,4,1537,1525,0.992
2800510,4,1002,1002,1
2800540,3,752,743,0.988
2800570,4,1736,1733,0.998
2800600,3,917,917,1
2800630,8,5978,5954,0.996
2800750,8,2877,2877,1
2800820,3,1279,1270,0.993
2800840,5,2657,2642,0.994
2800870,6,2180,2162,0.992
2800900,8,3071,3068,0.999
2800930,2,851,851,1
2800990,4,1218,1209,0.993
2801020,3,1233,1233,1
2801050,8,2108,2108,1
2801090,7,5196,5175,0.996
2801110,4,1057,1057,1
2801140,2,401,401,1
2801170,4,1573,1573,1
2801189,2,118,112,0.949
2801191,1,39,36,0.923
2801194,1,232,229,0.987
2801196,1,9,6,0.667
2801200,7,3213,3213,1
2801220,4,2298,2298,1
2801260,3,2501,2492,0.996
2801290,8,2605,2599,0.998
2801320,39,34469,34352,0.997
2801380,3,790,781,0.989
2801410,3,905,905,1
2801440,3,933,924,0.99
2801470,3,1654,1645,0.995
2801490,6,2160,2142,0.992
2801510,1,600,597,0.995
2801530,4,1193,1181,0.99
2801560,8,4083,4059,0.994
2801590,5,1659,1644,0.991
2801620,11,3668,3668,1
2801680,3,3806,3797,0.998
2801710,9,6349,6322,0.996
2801740,6,4134,4119,0.996
2801770,21,14318,14255,0.996
2801800,8,3631,3628,0.999
2801830,3,1413,1410,0.998
2801860,9,5140,5113,0.995
2801890,2,524,521,0.994
2801950,4,1076,1073,0.997
2802040,3,1257,1257,1
2802100,6,3391,3373,0.995
2802160,13,8823,8784,0.996
2802190,48,19348,19330,0.999
2802220,4,1037,1037,1
2802250,3,1279,1276,0.998
2802280,9,8541,8514,0.997
2802310,4,915,909,0.993
2802340,5,2198,2183,0.993
2802370,4,2776,2764,0.996
2802400,16,10325,10277,0.995
2802430,11,5873,5840,0.994
2802460,6,2800,2800,1
2802490,5,1770,1755,0.992
2802520,5,2577,2577,1
2802550,13,6251,6227,0.996
2802610,3,673,670,0.996
2802640,4,2789,2777,0.996
2802670,5,2915,2900,0.995
2802700,6,2625,2625,1
2802730,8,5305,5281,0.995
2802790,21,13032,12969,0.995
2802820,5,1942,1936,0.997
2802850,8,2758,2734,0.991
2802880,6,2242,2242,1
2802910,10,4758,4755,0.999
2802940,3,2137,2128,0.996
2803000,4,1579,1579,1
2803030,8,2829,2829,1
2803060,3,3091,3082,0.997
2803090,3,1162,1153,0.992
2803120,3,2113,2104,0.996
2803150,2,1703,1697,0.996
2803180,3,841,841,1
2803210,4,1253,1250,0.998
2803240,4,2219,2219,1
2803270,3,1294,1285,0.993
2803300,3,1391,1391,1
2803360,6,5906,5888,0.997
2803390,3,521,518,0.994
2803450,6,4729,4711,0.996
2803480,17,6583,6582,1
2803510,4,1978,1966,0.994
2803520,5,4071,4056,0.996
2803530,5,4264,4249,0.996
2803540,3,3334,3325,0.997
2803570,4,953,941,0.987
2803600,2,826,826,1
2803630,9,3315,3312,0.999
2803660,7,3472,3451,0.994
2803690,5,2298,2283,0.993
2803720,4,1830,1818,0.993
2803750,6,2288,2270,0.992
2803780,4,1595,1595,1
2803810,3,898,898,1
2803830,27,18598,18517,0.996
2803870,2,571,565,0.989
2803900,8,3875,3851,0.994
2803930,3,1651,1642,0.995
2803960,3,618,618,1
2803990,7,3146,3125,0.993
2804020,4,2475,2463,0.995
2804050,6,4260,4242,0.996
2804080,4,1609,1603,0.996
2804110,5,2533,2518,0.994
2804170,4,2411,2399,0.995
2804230,6,2036,2018,0.991
2804260,6,2893,2875,0.994
2804290,5,1667,1667,1
2804320,12,7151,7115,0.995
2804350,4,2961,2949,0.996
2804380,3,932,923,0.99
2804440,5,1689,1674,0.991
2804470,14,6955,6946,0.999
2804500,2,1069,1063,0.994
2804530,6,2851,2851,1
2804560,4,1758,1746,0.993
2804590,4,1319,1307,0.991
2804650,2,554,554,1
2804680,4,1664,1661,0.998
2804710,4,1016,1013,0.997
2804770,4,2124,2124,1
2804800,4,1370,1370,1
2900001,3,725,694,0.957
2900002,3,814,355,0.436
2900003,2,691,534,0.773
2900004,5,1318,1303,0.989
2900009,21,383,320,0.836
2900013,1,672,669,0.996
2900014,3,907,898,0.99
2900015,1,137,134,0.978
2900016,1,214,211,0.986
2900017,3,1198,254,0.212
2900019,1,379,261,0.689
2900020,3,44,28,0.636
2900022,16,410,290,0.707
2900024,2,745,739,0.992
2900025,5,473,422,0.892
2900027,3,1120,773,0.69
2900028,1,409,406,0.993
2900029,3,1442,1385,0.96
2900031,1,587,570,0.971
2900574,3,810,801,0.989
2900576,1,940,498,0.53
2900579,6,2570,2552,0.993
2900585,1,185,60,0.324
2900586,1,442,224,0.507
2900589,2,485,479,0.988
2900590,5,1593,1375,0.863
2900591,6,2624,2606,0.993
2900592,4,1492,699,0.468
2900593,1,186,183,0.984
2900597,1,NA,4,NA
2900601,1,118,115,0.975
2900603,3,1094,626,0.572
2900604,1,253,250,0.988
2900605,4,837,825,0.986
2900606,1,393,104,0.265
2900608,2,120,114,0.95
2900609,1,166,90,0.542
2900611,1,112,109,0.973
2900612,2,530,161,0.304
2900614,1,94,49,0.521
2900615,1,168,165,0.982
2900616,1,406,270,0.665
2900617,1,129,33,0.256
2900618,1,114,75,0.658
2901000,35,18470,8241,0.446
2902850,2,748,129,0.172
2902880,3,436,188,0.431
2902910,4,2588,572,0.221
2902970,3,473,236,0.499
2903000,2,335,146,0.436
2903040,1,119,33,0.277
2903060,2,592,381,0.644
2903120,2,312,134,0.429
2903150,3,1007,663,0.658
2903200,2,496,153,0.308
2903270,3,748,332,0.444
2903480,2,202,94,0.465
2904020,4,1866,1266,0.678
2904050,3,1371,824,0.601
2904080,1,227,25,0.11
2904110,1,129,73,0.566
2904140,2,348,207,0.595
2904170,2,109,49,0.45
2904500,3,1769,386,0.218
2904530,2,220,126,0.573
2904590,1,101,60,0.594
2904620,8,4476,1502,0.336
2904890,3,913,371,0.406
2904950,2,539,343,0.636
2904980,2,212,111,0.524
2905070,2,391,167,0.427
2905130,2,521,506,0.971
2905190,1,78,75,0.962
2905250,3,613,317,0.517
2905280,3,528,288,0.545
2905310,20,14767,2494,0.169
2905370,5,2838,1253,0.442
2905400,1,54,13,0.241
2905430,5,2764,1216,0.44
2905580,4,1564,1192,0.762
2905610,2,45,39,0.867
2905640,3,903,436,0.483
2905660,4,1349,510,0.378
2905700,2,243,187,0.77
2905730,2,172,93,0.541
2905760,7,4639,2449,0.528
2905790,2,132,14,0.106
2905820,2,269,122,0.454
2905850,2,62,46,0.742
2905880,5,818,109,0.133
2905910,2,166,75,0.452
2905940,3,883,322,0.365
2906000,2,190,79,0.416
2906030,2,259,115,0.444
2906090,2,125,57,0.456
2906120,3,1727,944,0.547
2906150,2,107,33,0.308
2906170,2,210,135,0.643
2906360,3,1004,549,0.547
2906430,3,768,759,0.988
2906450,2,104,72,0.692
2906480,3,110,101,0.918
2906510,3,1409,584,0.414
2906540,1,47,44,0.936
2906990,7,3984,1521,0.382
2907020,4,1711,670,0.392
2907050,2,539,306,0.568
2907080,2,500,155,0.31
2907120,8,4395,4371,0.995
2907320,1,243,72,0.296
2907350,6,3401,1127,0.331
2907380,3,838,333,0.397
2907460,10,5102,3002,0.588
2907470,3,982,973,0.991
2908170,4,1884,1032,0.548
2908250,7,2524,1369,0.542
2908320,2,535,190,0.355
2908340,1,48,45,0.938
2908370,25,17276,2676,0.155
2908400,4,1332,292,0.219
2908430,2,254,138,0.543
2908460,1,317,96,0.303
2908490,2,154,77,0.5
2908670,3,818,771,0.943
2908730,2,161,74,0.46
2908760,5,1819,701,0.385
2908790,1,67,40,0.597
2909090,1,55,22,0.4
2909120,2,315,276,0.876
2909720,5,2385,178,0.075
2909750,3,911,597,0.655
2909780,2,1351,354,0.262
2909810,2,221,140,0.633
2909860,5,1841,886,0.481
2909900,4,726,351,0.483
2909930,3,972,105,0.108
2910020,2,310,108,0.348
2910080,2,420,97,0.231
2910110,2,805,426,0.529
2910140,2,200,94,0.47
2910200,2,175,125,0.714
2910230,1,52,29,0.558
2910260,2,51,44,0.863
2910290,2,549,271,0.494
2910320,3,807,361,0.447
2910350,2,529,292,0.552
2910380,2,551,246,0.446
2910410,3,1301,587,0.451
2910440,2,187,63,0.337
2910470,1,48,16,0.333
2910500,5,2578,1057,0.41
2910520,2,415,214,0.516
2910590,2,291,96,0.33
2910620,2,226,121,0.535
2910650,1,210,133,0.633
2910710,1,265,122,0.46
2910770,5,2048,1019,0.498
2910800,3,726,278,0.383
2910830,3,867,391,0.451
2910920,4,1533,1521,0.992
2910950,2,290,230,0.793
2911010,1,90,63,0.7
2911040,1,87,48,0.552
2911070,2,290,125,0.431
2911100,3,614,342,0.557
2911160,1,149,36,0.242
2911220,3,1015,1006,0.991
2911250,3,686,154,0.224
2911280,2,450,259,0.576
2911310,3,1218,769,0.631
2911340,4,1946,918,0.472
2911400,3,799,280,0.35
2911450,2,256,250,0.977
2911550,2,619,167,0.27
2911580,2,163,157,0.963
2911650,7,2650,1025,0.387
2911670,2,309,203,0.657
2911700,3,1248,427,0.342
2911730,3,338,329,0.973
2911760,2,152,65,0.428
2911850,1,518,260,0.502
2911910,7,3975,1948,0.49
2911940,2,793,161,0.203
2911990,3,652,281,0.431
2912010,23,9512,9443,0.993
2912030,4,3230,1091,0.338
2912180,3,545,252,0.462
2912240,4,1269,706,0.556
2912290,9,4804,1917,0.399
2912300,18,10888,2856,0.262
2912450,1,194,19,0.098
2912480,1,67,64,0.955
2912510,1,106,34,0.321
2912540,4,1888,1112,0.589
2912550,5,2156,922,0.428
2912600,3,615,423,0.688
2912630,2,436,208,0.477
2912660,3,585,244,0.417
2912690,2,120,64,0.533
2912720,1,85,82,0.965
2912780,2,222,216,0.973
2912840,1,36,33,0.917
2912870,2,162,70,0.432
2912900,2,347,133,0.383
2912930,2,171,124,0.725
2913080,7,4462,782,0.175
2913140,8,3734,2384,0.638
2913170,3,670,297,0.443
2913230,2,270,108,0.4
2913260,1,168,103,0.613
2913290,2,361,117,0.324
2913320,2,383,300,0.783
2913380,4,700,396,0.566
2913440,1,174,52,0.299
2913500,2,116,41,0.353
2913530,2,272,126,0.463
2913560,4,1502,339,0.226
2913590,3,636,290,0.456
2913620,3,1360,1351,0.993
2913650,8,3506,1870,0.533
2913680,2,236,230,0.975
2913710,3,595,188,0.316
2913760,5,2211,710,0.321
2913770,3,704,368,0.523
2913800,2,642,636,0.991
2913830,32,16713,10253,0.613
2914250,3,1574,693,0.44
2914280,3,907,246,0.271
2914310,3,248,122,0.492
2914320,3,753,305,0.405
2914340,10,5177,5147,0.994
2914370,3,201,79,0.393
2914400,3,951,426,0.448
2914430,5,3297,573,0.174
2914460,2,440,434,0.986
2914490,3,1194,439,0.368
2914520,1,53,27,0.509
2914550,4,1388,776,0.559
2914840,3,1017,428,0.421
2915060,1,198,119,0.601
2915180,1,260,95,0.365
2915210,1,235,115,0.489
2915240,1,50,6,0.12
2915270,2,332,144,0.434
2915300,3,375,366,0.976
2915330,2,130,69,0.531
2915390,2,188,133,0.707
2915420,2,680,305,0.449
2915450,3,743,318,0.428
