district_id,school_id,school_name,school_type,school_level,enroll21_nces
2605820,260582007768,BIRCH RUN PROGRESSIVE HIGH SCHOOL,1-Regular school,High,12
5501170,550117002800,BIRCHWOOD BLUE HILLS CHARTER SCHOOL,1-Regular school,High,5
5501170,550117000169,BIRCHWOOD HIGH,1-Regular school,High,64
4810230,481023008368,BIRDVILLE H S,1-Regular school,High,2060
0601596,060159602857,BIRMINGHAM COMMUNITY CHARTER HIGH,1-Regular school,High,3159
0401180,040118000063,BISBEE HIGH SCHOOL,1-Regular school,High,291
4810260,481026000507,BISHOP H S,1-Regular school,High,548
0601409,060140900491,BISHOP UNION HIGH,1-Regular school,High,629
3800014,380001400045,BISMARCK HIGH SCHOOL,1-Regular school,High,1201
0503240,050324000086,BISMARCK HIGH SCHOOL,1-Regular school,High,296
2905130,290513000068,BISMARCK R-V HIGH,1-Regular school,High,276
4607050,460705000055,BISON HIGH SCHOOL - 01,1-Regular school,High,37
2900009,290000901199,BISSELL HALL,1-Regular school,High,20
0691023,069102311975,BITNEY PREP HIGH,1-Regular school,High,83
4004500,400450000148,BIXBY HS,1-Regular school,High,1854
5605302,560530200359,BLACK BUTTE HIGH SCHOOL,1-Regular school,High,98
5505730,550573000605,BLACK HAWK HIGH,1-Regular school,High,101
3900176,390017604700,BLACK RIVER CAREER PREP HIGH SCHOOL,1-Regular school,High,155
5501260,550126000175,BLACK RIVER FALLS HIGH,1-Regular school,High,487
3904846,390484603258,BLACK RIVER HIGH SCHOOL,1-Regular school,High,295
2600114,260011400705,BLACK RIVER PUBLIC SCHOOL MIDDLEHIGH,1-Regular school,High,520
2705730,270573000213,BLACKDUCK SECONDARY,1-Regular school,High,289
1600270,160027000022,BLACKFOOT HIGH SCHOOL,1-Regular school,High,1220
1800570,180057000102,BLACKFORD JR-SR HIGH SCHOOL,1-Regular school,High,721
4203688,420368806707,BLACKHAWK HS,1-Regular school,High,736
4203690,420369005135,BLACKLICK VALLEY JSHS,1-Regular school,High,320
4703690,470369001354,BLACKMAN HIGH SCHOOL,1-Regular school,High,1950
5102520,510252001016,BLACKSBURG HIGH,1-Regular school,High,1266
4501500,450150000283,BLACKSBURG HIGH,1-Regular school,High,534
4400036,440003600246,BLACKSTONE ACADEMY CHARTER,1-Regular school,High,351
2502715,250271500192,BLACKSTONE MILLVILLE RHS,1-Regular school,High,419
4400015,440001500488,BLACKSTONE VALLEY PREP HIGH,1-Regular school,High,363
4501020,450102000126,BLACKVILLE-HILDA HIGH,1-Regular school,High,165
4004630,400463000151,BLACKWELL HS,1-Regular school,High,317
2400510,240051000987,BLADENSBURG HIGH,1-Regular school,High,1933
5300570,530057000132,BLAINE HIGH SCHOOL,1-Regular school,High,637
2703180,270318000097,BLAINE HIGH SCHOOL,1-Regular school,High,2940
0629940,062994004662,BLAIR HIGH,1-Regular school,High,1102
3104100,310410000086,BLAIR HIGH SCHOOL,1-Regular school,High,672
4004650,400465000158,BLAIR HS,1-Regular school,High,76
2909930,290993000295,BLAIR OAKS HIGH,1-Regular school,High,465
5500016,550001602378,BLAIR-TAYLOR MIDDLE/HIGH,1-Regular school,High,275
4203750,420375004706,BLAIRSVILLE SHS,1-Regular school,High,264
1200870,120087003179,BLAKE HIGH SCHOOL,1-Regular school,High,1624
4004680,400468000160,BLANCHARD HS,1-Regular school,High,609
1200180,120018000168,BLANCHE ELY HIGH SCHOOL,1-Regular school,High,2027
4027330,402733001444,BLANCHE THOMAS HS,1-Regular school,High,86
3904638,390463802535,BLANCHESTER HIGH SCHOOL,1-Regular school,High,383
4810320,481032000515,BLANCO H S,1-Regular school,High,355
5100390,510039003009,BLAND COUNTY HIGH,1-Regular school,High,335
4810350,481035000517,BLAND H S,1-Regular school,High,212
4807710,480771013733,BLANSON CTE H S,1-Regular school,High,1355
1300440,130044000253,BLECKLEY COUNTY HIGH SCHOOL,1-Regular school,High,633
1300440,130044004162,BLECKLEY COUNTY SUCCESS ACADEMY,1-Regular school,High,55
4700270,470027000055,BLEDSOE COUNTY HIGH SCHOOL,1-Regular school,High,486
0503300,050330000090,BLEVINS HIGH SCHOOL,1-Regular school,High,203
3624630,362463003350,BLIND BROOK HIGH SCHOOL,1-Regular school,High,430
2606000,260600004229,BLISSFIELD HIGH SCHOOL,1-Regular school,High,374
2200420,220042000294,BLOCK HIGH SCHOOL,1-Regular school,High,245
1706420,170642000312,BLOOM HIGH SCHOOL,1-Regular school,High,1676
1706420,170642000313,BLOOM TRAIL HIGH SCHOOL,1-Regular school,High,1203
3904686,390468602678,BLOOM-CARROLL HIGH SCHOOL,1-Regular school,High,606
5501350,550135000184,BLOOMER HIGH,1-Regular school,High,385
2905250,290525000073,BLOOMFIELD HIGH,1-Regular school,High,207
3500240,350024000156,BLOOMFIELD HIGH,1-Regular school,High,749
0900330,090033000029,BLOOMFIELD HIGH SCHOOL,1-Regular school,High,506
3604920,360492000237,BLOOMFIELD HIGH SCHOOL,1-Regular school,High,284
1800600,180060000113,BLOOMFIELD HIGH SCHOOL,1-Regular school,High,375
3905009,390500903835,BLOOMFIELD HIGH SCHOOL,1-Regular school,High,101
3401830,340183001980,BLOOMFIELD HIGH SCHOOL,1-Regular school,High,1909
2606090,260609008480,BLOOMFIELD HILLS HIGH SCHOOL,1-Regular school,High,1709
3104140,310414000093,BLOOMFIELD JR-SR HIGH SCHOOL,1-Regular school,High,121
4810470,481047000525,BLOOMING GROVE H S,1-Regular school,High,288
2705760,270576000215,BLOOMING PRAIRIE SECONDARY,1-Regular school,High,375
1200870,120087002562,BLOOMINGDALE HIGH SCHOOL,1-Regular school,High,2263
2606270,260627004247,BLOOMINGDALE MIDDLE AND HIGH SCHOOL,1-Regular school,High,606
1800630,180063002498,BLOOMINGTON GRADUATION SCHOOL,1-Regular school,High,75
4810500,481050000527,BLOOMINGTON H S,1-Regular school,High,219
0609390,060939000944,BLOOMINGTON HIGH,1-Regular school,High,2314
1706480,170648000318,BLOOMINGTON HIGH SCHOOL,1-Regular school,High,1528
1800630,180063000119,BLOOMINGTON HIGH SCHOOL NORTH,1-Regular school,High,1585
1800630,180063000120,BLOOMINGTON HIGH SCHOOL SOUTH,1-Regular school,High,1678
4203840,420384001612,BLOOMSBURG AREA HS,1-Regular school,High,459
1200210,120021000290,BLOUNTSTOWN HIGH SCHOOL,1-Regular school,High,613
2700130,270013002498,BLUE EARTH AREA SECONDARY,1-Regular school,High,429
2905280,290528000076,BLUE EYE HIGH,1-Regular school,High,173
3104200,310420000095,BLUE HILL HIGH SCHOOL,1-Regular school,High,134
4203870,420387003891,BLUE MOUNTAIN HS,1-Regular school,High,857
3702340,370234003104,BLUE RIDGE EARLY COLLEGE,1-Regular school,High,133
4810590,481059000531,BLUE RIDGE H S,1-Regular school,High,282
4502310,450231000561,BLUE RIDGE HIGH,1-Regular school,High,1010
0406580,040658000561,BLUE RIDGE HIGH SCHOOL,1-Regular school,High,696
1700003,170000305119,BLUE RIDGE HIGH SCHOOL,1-Regular school,High,211
0406580,040658003564,BLUE RIDGE HIGH SCHOOL ONLINE,1-Regular school,High,4
4203900,420390004034,BLUE RIDGE HS,1-Regular school,High,278
1800660,180066000141,BLUE RIVER VALLEY JR-SR HIGH SCH,1-Regular school,High,293
2905310,290531000085,BLUE SPRINGS HIGH,1-Regular school,High,2425
2905310,290531000170,BLUE SPRINGS SOUTH HIGH,1-Regular school,High,2152
2012000,201200000112,BLUE VALLEY HIGH,1-Regular school,High,1572
2010980,201098000857,BLUE VALLEY HIGH,1-Regular school,High,54
2012000,201200001644,BLUE VALLEY NORTH HIGH,1-Regular school,High,1501
2012000,201200000541,BLUE VALLEY NORTHWEST HIGH,1-Regular school,High,1580
2012000,201200001990,BLUE VALLEY SOUTHWEST HIGH SCHOOL,1-Regular school,High,1075
2012000,201200001533,BLUE VALLEY WEST HIGH,1-Regular school,High,1595
2600992,260099208258,BLUE WATER MIDDLE COLLEGE ACADEMY,1-Regular school,High,341
5400840,540084000674,BLUEFIELD HIGH SCHOOL,1-Regular school,High,599
4004830,400483000165,BLUEJACKET HS,1-Regular school,High,52
2700193,270019303146,BLUESKY CHARTER SCHOOL,1-Regular school,High,603
2008550,200855000038,BLUESTEM JR/SR HIGH,1-Regular school,High,244
5102460,510246000996,BLUESTONE  HIGH,1-Regular school,High,509
4700155,470015502478,BLUFF CITY HIGH SCHOOL,1-Regular school,High,566
1706600,170660000348,BLUFFS HIGH SCHOOL,1-Regular school,High,77
4501110,450111001165,BLUFFTON HIGH,1-Regular school,High,1289
3904521,390452102125,BLUFFTON HIGH SCHOOL,1-Regular school,High,360
1800720,180072000146,BLUFFTON HIGH SCHOOL,1-Regular school,High,477
2400090,240009001675,BLUFORD DREW JEMISON STEM ACADEMY WEST,1-Regular school,High,226
0503320,050332001578,BLYTHEVILLE HIGH SCHOOL,1-Regular school,High,492
4503390,450339000928,BLYTHEWOOD HIGH,1-Regular school,High,1858
3904830,390483003195,BOARDMAN HIGH SCHOOL,1-Regular school,High,1237
0100012,010001200874,BOAZ HIGH SCHOOL,1-Regular school,High,727
4801410,480141014096,BOB HOPE H S,1-Regular school,High,469
0100008,010000800831,BOB JONES HIGH SCHOOL,1-Regular school,High,1880
1201560,120156001605,BOCA CIEGA HIGH SCHOOL,1-Regular school,High,1603
1201500,120150001535,BOCA RATON COMMUNITY HIGH SCHOOL,1-Regular school,High,3098
4218990,421899007225,BODINE WILLIAM W HS,1-Regular school,High,630
4810710,481071012014,BOERNE - SAMUEL V CHAMPION H S,1-Regular school,High,1883
4810710,481071000535,BOERNE H S,1-Regular school,High,1228
3600092,360009204890,BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES (THE),1-Regular school,High,780
2200240,220024000103,BOGALUSA HIGH SCHOOL,1-Regular school,High,704
1709930,170993000626,BOGAN HIGH SCHOOL,1-Regular school,High,1082
3401920,340192000284,BOGOTA JR./SR. HIGH SCHOOL,1-Regular school,High,525
2400240,240024000558,BOHEMIA MANOR HIGH,1-Regular school,High,632
4503510,450351001000,BOILING SPRINGS HIGH,1-Regular school,High,2481
4222050,422205006328,BOILING SPRINGS HS,1-Regular school,High,681
4004860,400486000167,BOISE CITY HS,1-Regular school,High,74
1600360,160036000044,BOISE SENIOR HIGH SCHOOL,1-Regular school,High,1421
4004950,400495029693,BOKOSHE HS,1-Regular school,High,48
2705660,270566000147,BOLD SENIOR HIGH SCHOOL,1-Regular school,High,220
4810740,481074000540,BOLES H S,1-Regular school,High,161
4810780,481078000541,BOLING H S,1-Regular school,High,355
1740070,174007004025,BOLINGBROOK HIGH SCHOOL,1-Regular school,High,3415
2905370,290537000092,BOLIVAR HIGH,1-Regular school,High,887
3600012,360001201092,BOLIVAR-RICHBURG JUNIOR-SENIOR HIGH SCHOOL,1-Regular school,High,371
0614880,061488001827,BOLSA GRANDE HIGH,1-Regular school,High,1859
4700148,470014801571,BOLTON HIGH,1-Regular school,High,733
0900360,090036000037,BOLTON HIGH SCHOOL,1-Regular school,High,262
2201290,220129001042,BOLTON HIGH SCHOOL,1-Regular school,High,650
4607400,460740000065,BON HOMME HIGH SCHOOL - 01,1-Regular school,High,119
3200060,320006000011,BONANZA HS,1-Regular school,High,2098
4107020,410702001466,BONANZA JUNIOR/SENIOR HIGH SCHOOL,1-Regular school,High,190
1717730,171773002067,BOND CTY COMM UNIT 2 HIGH SCHOOL,1-Regular school,High,556
5501470,550147000189,BONDUEL HIGH,1-Regular school,High,253
1905070,190507000154,BONDURANT-FARRAR HIGH SCHOOL,1-Regular school,High,666
4810800,481080000545,BONHAM H S,1-Regular school,High,494
0605610,060561000505,BONITA HIGH,1-Regular school,High,1864
1201080,120108008599,BONITA SPRINGS HIGH SCHOOL,1-Regular school,High,1414
0638640,063864006475,BONITA VISTA SENIOR HIGH,1-Regular school,High,2363
2200840,220084000585,BONNABEL MAGNET ACADEMY HIGH SCHOOL,1-Regular school,High,1406
2004050,200405000031,BONNER SPRINGS HIGH,1-Regular school,High,864
1600420,160042000089,BONNERS FERRY HIGH SCHOOL,1-Regular school,High,432
4901200,490120000613,BONNEVILLE HIGH,1-Regular school,High,1390
1600930,160093000169,BONNEVILLE HIGH SCHOOL,1-Regular school,High,1036
1600930,160093001050,BONNEVILLE ONLINE SCHOOL,1-Regular school,High,338
5308610,530861002998,BONNEY LAKE HIGH SCHOOL,1-Regular school,High,1486
2311790,231179000531,BONNY EAGLE HIGH SCHOOL,1-Regular school,High,1131
0601426,060142613751,BONSALL HIGH,1-Regular school,High,315
1201680,120168002461,BOOKER HIGH SCHOOL,1-Regular school,High,1304
4810830,481083000550,BOOKER JH/H S,1-Regular school,High,176
0102190,010219001811,BOOKER T WASHINGTON HIGH,1-Regular school,High,458
5102670,510267001079,BOOKER T WASHINGTON HIGH,1-Regular school,High,963
0102430,010243000504,BOOKER T WASHINGTON MAGNET HIGH SCHOOL,1-Regular school,High,432
4816230,481623001242,BOOKER T WASHINGTON SPVA MAGNET,1-Regular school,High,999
1300120,130012004174,BOOKER T. WASHINGTON HIGH SCHOOL,1-Regular school,High,848
2200277,220027702434,BOOKER T. WASHINGTON HIGH SCHOOL,1-Regular school,High,666
4030240,403024001583,BOOKER T. WASHINGTON HS,1-Regular school,High,1327
2200300,220030000208,BOOKER T. WASHINGTON NEW TECHNOLOGY HIGH SCHOOL,1-Regular school,High,830
1200390,120039003562,BOOKER T. WASHINGTON SENIOR HIGH,1-Regular school,High,970
3102820,310282000008,BOONE CENTRAL HIGH SCHOOL,1-Regular school,High,212
2100510,210051000081,BOONE COUNTY HIGH SCHOOL,1-Regular school,High,1382
1809180,180918001521,BOONE GROVE HIGH SCHOOL,1-Regular school,High,501
1905130,190513000156,BOONE HIGH SCHOOL,1-Regular school,High,649
2800820,280082001024,BOONEVILLE HIGH SCHOOL,1-Regular school,High,360
0503450,050345000105,BOONEVILLE HIGH SCHOOL,1-Regular school,High,250
2400660,240066001256,BOONSBORO HIGH,1-Regular school,High,873
3401950,340195004154,BOONTON HIGH SCHOOL,1-Regular school,High,636
2905580,290558000104,BOONVILLE HIGH,1-Regular school,High,544
1812390,181239001975,BOONVILLE HIGH SCHOOL,1-Regular school,High,929
2303290,230329000081,BOOTHBAY REGION HIGH SCHOOL,1-Regular school,High,186
1600360,160036000045,BORAH SENIOR HIGH SCHOOL,1-Regular school,High,1141
3402030,340203000960,BORDENTOWN REGIONAL HIGH SCHOOL,1-Regular school,High,766
4810890,481089000553,BORGER H S,1-Regular school,High,774
0626490,062649003994,BORON JUNIOR-SENIOR HIGH,1-Regular school,High,246
0605700,060570000518,BORREGO SPRINGS HIGH,1-Regular school,High,130
5501500,550150000193,BOSCOBEL HIGH,1-Regular school,High,231
4810910,481091006073,BOSQUEVILLE H S,1-Regular school,High,219
2200270,220027000120,BOSSIER HIGH SCHOOL,1-Regular school,High,656
2500053,250005301256,BOSTON COLLEGIATE CHARTER SCHOOL,1-Regular school,High,723
2502790,250279001692,BOSTON COMMUNITY LEADERSHIP ACADEMY,1-Regular school,High,478
2500049,250004901245,BOSTON DAY AND EVENING ACADEMY CHARTER SCHOOL,1-Regular school,High,356
2500526,250052602703,BOSTON GREEN ACADEMY HORACE MANN CHARTER SCHOOL,1-Regular school,High,509
2502790,250279002015,BOSTON INTERNATIONAL HIGH SCHOOL & NEWCOMERS ACADEMY,1-Regular school,High,398
2502790,250279000204,BOSTON LATIN ACADEMY,1-Regular school,High,1787
2502790,250279000203,BOSTON LATIN SCHOOL,1-Regular school,High,2483
2500080,250008001843,BOSTON PREPARATORY CHARTER PUBLIC SCHOOL,1-Regular school,High,671
4817700,481770001531,BOSWELL H S,1-Regular school,High,2265
4005040,400504029640,BOSWELL HS,1-Regular school,High,77
2905610,290561000107,BOSWORTH HIGH,1-Regular school,High,22
5305910,530591000876,BOTHELL HIGH SCHOOL,1-Regular school,High,1726
3904976,390497603687,BOTKINS HIGH SCHOOL,1-Regular school,High,289
3803060,380306000068,BOTTINEAU JUNIOR-SENIOR HIGH SCHOOL,1-Regular school,High,299
3200060,320006000013,BOULDER CITY HS,1-Regular school,High,652
0407750,040775002433,BOULDER CREEK HIGH SCHOOL,1-Regular school,High,2307
0802490,080249000101,BOULDER HIGH SCHOOL,1-Regular school,High,2131
3402100,340210005144,BOUND BROOK HIGH SCHOOL,1-Regular school,High,652
4900210,490021000105,BOUNTIFUL HIGH,1-Regular school,High,1336
2100540,210054000098,BOURBON COUNTY HIGH SCHOOL,1-Regular school,High,816
2905640,290564000109,BOURBON HIGH SCHOOL,1-Regular school,High,273
2502820,250282000348,BOURNE HIGH SCHOOL,1-Regular school,High,428
4810950,481095000559,BOVINA H S,1-Regular school,High,132
3301950,330195000563,BOW HIGH SCHOOL,1-Regular school,High,621
3803090,380309000070,BOWBELLS HIGH SCHOOL,1-Regular school,High,27
4607800,460780000069,BOWDLE HIGH SCHOOL - 01,1-Regular school,High,49
1300840,130084000330,BOWDON HIGH SCHOOL,1-Regular school,High,427
1709930,170993005072,BOWEN HIGH SCHOOL,1-Regular school,High,345
4808940,480894006508,BOWIE H S,1-Regular school,High,2886
4810990,481099000563,BOWIE H S,1-Regular school,High,497
4818300,481830001668,BOWIE H S,1-Regular school,High,1225
4808700,480870021493,BOWIE H S,1-Regular school,High,2433
2400510,240051000990,BOWIE HIGH,1-Regular school,High,2406
0401330,040133000073,BOWIE HIGH SCHOOL,1-Regular school,High,21
4005130,400513000180,BOWLEGS HS,1-Regular school,High,74
5501560,550156000200,BOWLER HIGH,1-Regular school,High,160
2905660,290566000115,BOWLING GREEN HIGH,1-Regular school,High,409
3904363,390436300185,BOWLING GREEN HIGH SCHOOL,1-Regular school,High,869
2100570,210057000105,BOWLING GREEN HIGH SCHOOL,1-Regular school,High,1005
3803200,380320000075,BOWMAN CO HIGH SCHOOL,1-Regular school,High,219
3904490,390449001773,BOWSHER HIGH SCHOOL,1-Regular school,High,1310
4900090,490009000046,BOX ELDER HIGH,1-Regular school,High,1485
3004500,300450000104,BOX ELDER HIGH SCHOOL,1-Regular school,High,105
5501590,550159000202,BOYCEVILLE HIGH,1-Regular school,High,207
2100620,210062000108,BOYD COUNTY HIGH SCHOOL,1-Regular school,High,895
3100187,310018702354,BOYD COUNTY HIGH SCHOOL (SPENCER),1-Regular school,High,96
4811010,481101000569,BOYD H S,1-Regular school,High,405
1200180,120018000252,BOYD H. ANDERSON HIGH SCHOOL,1-Regular school,High,1894
1905190,190519000167,BOYDEN-HULL HIGH SCHOOL,1-Regular school,High,324
1909570,190957000628,BOYER VALLEY MIDDLE/HIGH SCHOOL,1-Regular school,High,218
4203960,420396006306,BOYERTOWN AREA SHS,1-Regular school,High,2200
2100630,210063000120,BOYLE COUNTY HIGH SCHOOL,1-Regular school,High,843
0622710,062271013775,BOYLE HEIGHTS SCI TECH ENGR AND MATH MAGNET,1-Regular school,High,159
2606500,260650004252,BOYNE CITY HIGH SCHOOL,1-Regular school,High,444
1201500,120150003755,BOYNTON BEACH COMMUNITY HIGH,1-Regular school,High,1533
3600094,360009401921,BOYS AND GIRLS HIGH SCHOOL,1-Regular school,High,450
4200760,420076006107,BOYS LATIN OF PHILADELPHIA CS,1-Regular school,High,843
3004590,300459000113,BOZEMAN HIGH SCHOOL,1-Regular school,High,1463
2100660,210066000125,BRACKEN COUNTY HIGH SCHOOL,1-Regular school,High,364
4838730,483873004407,BRACKENRIDGE H S,1-Regular school,High,1531
4811070,481107000572,BRACKETT H S,1-Regular school,High,157
1201230,120123005608,BRADEN RIVER HIGH SCHOOL,1-Regular school,High,1829
1300001,130000103620,BRADFIELD CENTER - AULT ACADEMY,1-Regular school,High,35
4204020,420402004691,BRADFORD AREA HS,1-Regular school,High,797
5507320,550732000801,BRADFORD HIGH,1-Regular school,High,1289
0503480,050348000107,BRADFORD HIGH SCHOOL,1-Regular school,High,205
1200120,120012000070,BRADFORD HIGH SCHOOL,1-Regular school,High,NA
3904522,390452202126,BRADFORD HIGH SCHOOL,1-Regular school,High,234
4701390,470139000425,BRADFORD HIGH SCHOOL,1-Regular school,High,268
4700330,470033000090,BRADLEY CENTRAL HIGH SCHOOL,1-Regular school,High,1575
0500068,050006800109,BRADLEY HIGH SCHOOL,1-Regular school,High,138
5509600,550960001218,BRADLEY TECHNOLOGY HIGH,1-Regular school,High,1003
1706960,170696000360,BRADLEY-BOURBONNAIS C HIGH SCHOOL,1-Regular school,High,1944
2905700,290570000118,BRADLEYVILLE HIGH,1-Regular school,High,135
0403870,040387000306,BRADSHAW MOUNTAIN HIGH SCHOOL,1-Regular school,High,1535
0403870,040387002564,BRADSHAW MOUNTAIN ONLINE ACADEMY,1-Regular school,High,63
1303300,130330001303,BRADWELL INSTITUTE,1-Regular school,High,1632
4811110,481111000574,BRADY H S,1-Regular school,High,309
3104290,310429000099,BRADY HIGH SCHOOL,1-Regular school,High,92
4005280,400528000186,BRAGGS HS,1-Regular school,High,40
2706060,270606000247,BRAHAM AREA SECONDARY,1-Regular school,High,338
4701590,470159000626,BRAINERD HIGH SCHOOL,1-Regular school,High,644
2706090,270609000249,BRAINERD SENIOR HIGH,1-Regular school,High,1964
2502940,250294000361,BRAINTREE HIGH,1-Regular school,High,1726
4503910,450391000880,BRANCHVILLE HIGH,1-Regular school,High,319
4833120,483312011431,BRANDEIS H S,1-Regular school,High,2870
2606570,260657004257,BRANDON HIGH SCHOOL,1-Regular school,High,809
2803830,280383001074,BRANDON HIGH SCHOOL,1-Regular school,High,1642
1200870,120087000918,BRANDON HIGH SCHOOL,1-Regular school,High,1613
4607950,460795000071,BRANDON VALLEY HIGH SCHOOL - 01,1-Regular school,High,1319
2700382,270038204741,BRANDON-EVANSVILLE HIGH SCHOOL,1-Regular school,High,138
4204050,420405006308,BRANDYWINE HEIGHTS HS,1-Regular school,High,465
1001240,100124000242,BRANDYWINE HIGH SCHOOL,1-Regular school,High,940
2606600,260660004262,BRANDYWINE SENIOR HIGH SCHOOL,1-Regular school,High,377
1001240,100124000385,BRANDYWINE SITE,1-Regular school,High,25
0900420,090042000039,BRANFORD HIGH SCHOOL,1-Regular school,High,779
1201830,120183001948,BRANFORD HIGH SCHOOL,1-Regular school,High,684
0607230,060723008350,BRANHAM HIGH,1-Regular school,High,1911
2905760,290576000122,BRANSON HIGH,1-Regular school,High,1440
1300480,130048000258,BRANTLEY COUNTY HIGH SCHOOL,1-Regular school,High,954
4503909,450390901687,BRASHIER MIDDLE COLLEGE CHARTER HIGH,1-Regular school,High,445
5000431,500043100051,BRATTLEBORO UNION HIGH SCHOOL,1-Regular school,High,758
3811820,381182000858,BRAVE CENTER ACADEMY,1-Regular school,High,144
0605820,060582000524,BRAWLEY UNION HIGH,1-Regular school,High,1878
5400120,540012000061,BRAXTON COUNTY HIGH SCHOOL,1-Regular school,High,522
4005340,400534000190,BRAY-DOYLE HS,1-Regular school,High,78
2905820,290582000127,BRAYMER HIGH,1-Regular school,High,149
4844470,484447005075,BRAZOS H S,1-Regular school,High,253
4811190,481119000582,BRAZOSPORT H S,1-Regular school,High,930
4811190,481119000584,BRAZOSWOOD H S,1-Regular school,High,2459
0605880,060588000529,BREA OLINDA HIGH,1-Regular school,High,1758
2100690,210069000129,BREATHITT COUNTY HIGH SCHOOL,1-Regular school,High,831
2201590,220159001219,BREAUX BRIDGE HIGH SCHOOL,1-Regular school,High,737
4811220,481122000595,BRECKENRIDGE H S,1-Regular school,High,430
2905850,290585000129,BRECKENRIDGE HIGH,1-Regular school,High,30
2606630,260663004263,BRECKENRIDGE HIGH SCHOOL,1-Regular school,High,335
2706150,270615000265,BRECKENRIDGE SENIOR HIGH,1-Regular school,High,219
2100720,210072000137,BRECKINRIDGE COUNTY HIGH SCHOOL,1-Regular school,High,884
3904364,390436400194,BRECKSVILLE-BROADVIEW HEIGHTS HIGH SCHOOL,1-Regular school,High,1264
1707050,170705000364,BREMEN HIGH SCHOOL,1-Regular school,High,1425
1300510,130051002455,BREMEN HIGH SCHOOL,1-Regular school,High,700
1800900,180090000168,BREMEN SENIOR HIGH SCHOOL,1-Regular school,High,507
5300660,530066000139,BREMERTON HIGH SCHOOL,1-Regular school,High,1195
4811250,481125000601,BREMOND H S,1-Regular school,High,134
4811280,481128000604,BRENHAM H S,1-Regular school,High,1552
4833120,483312012347,BRENNAN H S,1-Regular school,High,2764
5103130,510313001288,BRENTSVILLE DISTRICT HIGH,1-Regular school,High,981
4624030,462403001405,BRENTWOOD COLONY VIRTUAL HIGH SCHOOL - 92,1-Regular school,High,7
2905880,290588000131,BRENTWOOD HIGH,1-Regular school,High,212
4704530,470453001894,BRENTWOOD HIGH SCHOOL,1-Regular school,High,1739
3605280,360528004433,BRENTWOOD HIGH SCHOOL,1-Regular school,High,4554
4204140,420414000070,BRENTWOOD SHS,1-Regular school,High,373
0605940,060594000537,BRET HARTE UNION HIGH,1-Regular school,High,589
2620010,262001005681,BRETHREN HIGH SCHOOL,1-Regular school,High,176
3704530,370453001778,BREVARD HIGH,1-Regular school,High,749
1200150,120015007961,BREVARD VIRTUAL INSTRUCTION (COURSE OFFERINGS),1-Regular school,High,0
0102430,010243001457,BREWBAKER TECHNOLOGY MAGNET HIGH SCHOOL,1-Regular school,High,522
4845540,484554005175,BREWER H S,1-Regular school,High,2115
2303510,230351000084,BREWER HIGH SCHOOL,1-Regular school,High,705
2004080,200408000570,BREWSTER HIGH,1-Regular school,High,45
5300690,530069000149,BREWSTER HIGH SCHOOL,1-Regular school,High,273
3605310,360531000264,BREWSTER HIGH SCHOOL,1-Regular school,High,995
5102250,510225002451,BRIAR WOODS HIGH,1-Regular school,High,1795
3605340,360534000268,BRIARCLIFF HIGH SCHOOL,1-Regular school,High,545
3402220,340222004582,BRICK TOWNSHIP HIGH SCHOOL,1-Regular school,High,1314
3402220,340222005896,BRICK TOWNSHIP MEMORIAL HIGH SCHOOL,1-Regular school,High,1410
4811310,481131000607,BRIDGE CITY H S,1-Regular school,High,837
4005400,400540029677,BRIDGE CREEK HS,1-Regular school,High,463
4816110,481611013434,BRIDGELAND H S,1-Regular school,High,3270
4811340,481134000612,BRIDGEPORT H S,1-Regular school,High,609
2606780,260678004274,BRIDGEPORT HIGH SCHOOL,1-Regular school,High,599
5300720,530072000151,BRIDGEPORT HIGH SCHOOL,1-Regular school,High,217
3100105,310010500101,BRIDGEPORT HIGH SCHOOL,1-Regular school,High,206
5400510,540051000284,BRIDGEPORT HIGH SCHOOL,1-Regular school,High,825
0900450,090045001631,BRIDGEPORT MILITARY ACADEMY,1-Regular school,High,340
3004800,300480000118,BRIDGER HIGH SCHOOL,1-Regular school,High,52
3402250,340225001784,BRIDGETON HIGH SCHOOL,1-Regular school,High,1560
4621420,462142000074,BRIDGEWATER-EMERY HIGH SCHOOL - 01,1-Regular school,High,96
3402280,340228000173,BRIDGEWATER-RARITAN HIGH SCHOOL,1-Regular school,High,2747
2503030,250303000380,BRIDGEWATER-RAYNHAM REGIONAL,1-Regular school,High,1370
2606840,260684004281,BRIDGMAN HIGH SCHOOL,1-Regular school,High,252
0903090,090309000638,BRIEN MCMAHON HIGH SCHOOL,1-Regular school,High,1710
3904380,390438000595,BRIGGS HIGH SCHOOL,1-Regular school,High,998
0802550,080255000143,BRIGGSDALE UNDIVIDED HIGH SCHOOL,1-Regular school,High,93
4900142,490014200291,BRIGHTON HIGH,1-Regular school,High,2053
2606870,260687004283,BRIGHTON HIGH SCHOOL,1-Regular school,High,1999
0802580,080258000144,BRIGHTON HIGH SCHOOL,1-Regular school,High,1834
4704080,470408000505,BRIGHTON HIGH SCHOOL,1-Regular school,High,1203
3605460,360546000272,BRIGHTON HIGH SCHOOL,1-Regular school,High,1237
2502790,250279000208,BRIGHTON HIGH SCHOOL,1-Regular school,High,402
5501680,550168000207,BRILLION HIGH,1-Regular school,High,339
