district_id,school_id,school_name,school_type,school_level,enroll21_nces
2633410,263341006876,SWAN VALLEY HIGH SCHOOL,1-Regular school,High,573
3703450,370345001434,SWANSBORO HIGH,1-Regular school,High,952
4502790,450279000752,SWANSEA HIGH,1-Regular school,High,651
3904709,390470902778,SWANTON HIGH SCHOOL,1-Regular school,High,348
2738280,273828001671,SWANVILLE SECONDARY,1-Regular school,High,142
2633420,263342006881,SWARTZ CREEK HIGH SCHOOL,1-Regular school,High,1045
4841970,484197004778,SWEENY H S,1-Regular school,High,562
3025560,302556000732,SWEET GRASS CO HIGH SCHL,1-Regular school,High,166
4111970,411197000708,SWEET HOME HIGH SCHOOL,1-Regular school,High,675
3628500,362850003832,SWEET HOME SENIOR HIGH SCHOOL,1-Regular school,High,1039
2929880,292988002064,SWEET SPRINGS HIGH,1-Regular school,High,198
4842030,484203004788,SWEETWATER H S,1-Regular school,High,566
0638640,063864006495,SWEETWATER HIGH,1-Regular school,High,2809
4703000,470300001199,SWEETWATER HIGH SCHOOL,1-Regular school,High,597
4029310,402931001539,SWEETWATER HS,1-Regular school,High,44
0601509,060150914089,SWEETWATER SECONDARY,1-Regular school,High,358
5604060,560406000193,SWIFT CREEK HIGH SCHOOL,1-Regular school,High,64
0806840,080684001169,SWINK JUNIOR-SENIOR HIGH SCHOOL,1-Regular school,High,144
1811220,181122001811,SWITZERLAND CO SENIOR HIGH SCHOOL,1-Regular school,High,407
2700420,270042004995,SWMETRO ONLINE LEARNING,1-Regular school,High,10
4700570,470057001834,SYCAMORE HIGH SCHOOL,1-Regular school,High,697
1738460,173846003922,SYCAMORE HIGH SCHOOL,1-Regular school,High,1201
3904486,390448601741,SYCAMORE HIGH SCHOOL,1-Regular school,High,1642
0103120,010312001200,SYLACAUGA HIGH SCHOOL,1-Regular school,High,641
0622710,062271013831,SYLMAR BIOTECH HEALTH AND ENGINEERING MAGNET,1-Regular school,High,233
0622710,062271003385,SYLMAR CHARTER HIGH,1-Regular school,High,1585
0511850,051185000941,SYLVAN HILLS HIGH SCHOOL,1-Regular school,High,1473
2012120,201212001976,SYLVAN-LUCAS UNIFIED JR. SR,1-Regular school,High,128
3904487,390448701751,SYLVANIA NORTHVIEW HIGH SCHOOL,1-Regular school,High,1406
3904487,390448701752,SYLVANIA SOUTHVIEW HIGH SCHOOL,1-Regular school,High,1074
3904796,390479603059,SYMMES VALLEY HIGH SCHOOL,1-Regular school,High,200
0601867,060186712883,SYNERGY QUANTUM ACADEMY,1-Regular school,High,557
3628560,362856003843,SYOSSET SENIOR HIGH SCHOOL,1-Regular school,High,2208
4900210,490021001205,SYRACUSE HIGH,1-Regular school,High,2179
2012150,201215001348,SYRACUSE HIGH,1-Regular school,High,214
4655260,465526000500,T F RIGGS HIGH SCHOOL - 01,1-Regular school,High,816
3701920,370192000967,T WINGATE ANDREWS HIGH,1-Regular school,High,700
1201920,120192002011,T. DEWITT TAYLOR MIDDLE-HIGH SCHOOL,1-Regular school,High,1024
4500900,450090000108,T. L. HANNA HIGH,1-Regular school,High,1937
3901568,390156805832,T2 HONORS ACADEMY,1-Regular school,High,102
5104150,510415001820,TABB HIGH,1-Regular school,High,1086
4900240,490024000711,TABIONA HIGH,1-Regular school,High,78
5308700,530870003313,TACOMA PIERCE COUNTY EDUCATION CENTER,1-Regular school,High,0
5308700,530870002846,TACOMA SCHOOL OF THE ARTS,1-Regular school,High,633
2509630,250963001534,TACONIC HIGH,1-Regular school,High,869
3628620,362862003886,TACONIC HILLSJUNIOR/SENIOR HIGH SCHOOL,1-Regular school,High,587
0622710,062271003387,TAFT CHARTER HIGH,1-Regular school,High,2375
4833120,483312006148,TAFT H S,1-Regular school,High,2611
4842060,484206004791,TAFT H S,1-Regular school,High,279
1709930,170993001153,TAFT HIGH SCHOOL,1-Regular school,High,4162
4107500,410750000665,TAFT HIGH SCHOOL,1-Regular school,High,460
0638730,063873006511,TAFT UNION HIGH,1-Regular school,High,1023
5507020,550702002691,TAGOS LEADERSHIP ACAD,1-Regular school,High,40
2502580,250258000160,TAHANTO REGIONAL HIGH,1-Regular school,High,556
4029380,402938001544,TAHLEQUAH HS,1-Regular school,High,1246
0638770,063877006520,TAHOE TRUCKEE HIGH,1-Regular school,High,825
4842090,484209004793,TAHOKA H S,1-Regular school,High,157
5308730,530873001514,TAHOLAH HIGH SCHOOL,1-Regular school,High,68
5308760,530876001519,TAHOMA SENIOR HIGH SCHOOL,1-Regular school,High,2732
0616920,061692012024,TAHQUITZ HIGH,1-Regular school,High,1698
3904615,390461502460,TALAWANDA HIGH SCHOOL,1-Regular school,High,927
3600077,360007701297,TALENT UNLIMITED HIGH SCHOOL,1-Regular school,High,521
4029400,402940001547,TALIHINA HS,1-Regular school,High,158
4828500,482850011896,TALKINGTON SCHOOL FOR YOUNG WOMEN LEADERS,1-Regular school,High,476
0103180,010318001215,TALLADEGA COUNTY CENTRAL HIGH,1-Regular school,High,141
0103150,010315001207,TALLADEGA HIGH SCHOOL,1-Regular school,High,476
0103240,010324001238,TALLASSEE HIGH SCHOOL,1-Regular school,High,533
3904488,390448801758,TALLMADGE HIGH SCHOOL,1-Regular school,High,780
5103840,510384000434,TALLWOOD HIGH,1-Regular school,High,1901
4029430,402943001550,TALOGA HS,1-Regular school,High,23
0638790,063879006526,TAMALPAIS HIGH,1-Regular school,High,1610
4223220,422322005070,TAMAQUA AREA SHS,1-Regular school,High,700
3605520,360552000281,TAMARAC MIDDLE SCHOOL HIGH SCHOOL,1-Regular school,High,634
1200870,120087002325,TAMPA BAY TECH HIGH SCHOOL,1-Regular school,High,2112
0102100,010210000808,TANNER HIGH SCHOOL,1-Regular school,High,410
0408280,040828002550,TANQUE VERDE HIGH SCHOOL,1-Regular school,High,604
2511490,251149001900,TANTASQUA REGIONAL SR HIGH,1-Regular school,High,687
3500118,350011801055,TAOS ACADEMY,1-Regular school,High,218
3502520,350252000583,TAOS HIGH,1-Regular school,High,774
0408340,040834002583,TAPBI,1-Regular school,High,874
1301740,130174004159,TAPESTRY PUBLIC CHARTER SCHOOL,1-Regular school,High,261
3627450,362745003741,TAPPAN ZEE HIGH SCHOOL,1-Regular school,High,953
2200540,220054000434,TARA HIGH SCHOOL,1-Regular school,High,808
3701320,370132001770,TARBORO HIGH,1-Regular school,High,481
4842210,484221004802,TARKINGTON H S,1-Regular school,High,490
2929940,292994002067,TARKIO HIGH,1-Regular school,High,173
1201560,120156001693,TARPON SPRINGS HIGH SCHOOL,1-Regular school,High,1195
4819700,481970013383,TARRANT CO COLLEGE SOUTH/FORT WORTH COLLEGIATE H S,1-Regular school,High,357
0103270,010327001240,TARRANT HIGH SCHOOL,1-Regular school,High,518
2723850,272385001177,TARTAN SENIOR HIGH,1-Regular school,High,1679
4808130,480813000181,TASCOSA H S,1-Regular school,High,2198
2101860,210186000383,TATES CREEK HIGH SCHOOL,1-Regular school,High,1673
1304770,130477000780,TATTNALL COUNTY HIGH SCHOOL,1-Regular school,High,1033
4842240,484224004805,TATUM H S,1-Regular school,High,484
3502550,350255000586,TATUM HIGH,1-Regular school,High,114
2511520,251152001915,TAUNTON HIGH,1-Regular school,High,2700
1201050,120105001102,TAVARES HIGH SCHOOL,1-Regular school,High,1267
2633510,263351006885,TAWAS AREA HIGH SCHOOL,1-Regular school,High,390
1304800,130480002440,TAYLOR COUNTY HIGH SCHOOL,1-Regular school,High,391
2105520,210552001318,TAYLOR COUNTY HIGH SCHOOL,1-Regular school,High,814
1201860,120186002002,TAYLOR COUNTY HIGH SCHOOL,1-Regular school,High,583
4842280,484228004808,TAYLOR H S,1-Regular school,High,821
4807830,480783008598,TAYLOR H S,1-Regular school,High,2975
4825170,482517005518,TAYLOR H S,1-Regular school,High,3014
0500068,050006801063,TAYLOR HIGH SCHOOL,1-Regular school,High,206
1811250,181125001814,TAYLOR HIGH SCHOOL,1-Regular school,High,347
3904739,390473902884,TAYLOR HIGH SCHOOL,1-Regular school,High,653
2633540,263354006910,TAYLOR HIGH SCHOOL,1-Regular school,High,1494
2601061,260106108531,TAYLOR PREPARATORY HIGH SCHOOL,1-Regular school,High,438
4900360,490036000764,TAYLORSVILLE HIGH,1-Regular school,High,1939
1738700,173870003938,TAYLORVILLE SR HIGH SCHOOL,1-Regular school,High,794
5103810,510381001668,TAZEWELL HIGH,1-Regular school,High,509
0801920,080192006447,TCA COLLEGE PATHWAYS,1-Regular school,High,512
5308700,530870002810,TCC FRESH START,1-Regular school,High,0
4828920,482892013423,TCCSE EARLY COLLEGE H S AT TIMBERVIEW,1-Regular school,High,286
4600052,460005201235,TEA AREA HIGH SCHOOL - 03,1-Regular school,High,510
0602470,060247013741,TEACH TECH CHARTER HIGH,1-Regular school,High,421
3600121,360012105242,TEACHERS PREPARATORY HIGH SCHOOL,1-Regular school,High,155
4600027,460002701398,TEACHWELL CONNECT - 92,1-Regular school,High,0
4842300,484230004813,TEAGUE H S,1-Regular school,High,362
3416080,341608000840,TEANECK HIGH SCHOOL,1-Regular school,High,1210
3904909,390490903490,TEAYS VALLEY HIGH SCHOOL,1-Regular school,High,1135
4200895,420089507589,TECH FREIRE CS,1-Regular school,High,526
2502790,250279002725,TECHBOSTON ACADEMY,1-Regular school,High,901
2733510,273351001494,TECHNICAL SENIOR HIGH,1-Regular school,High,1541
5302820,530282003610,TECHNOLOGY ACCESS FOUNDATION ACADEMY AT SAGHALIE,1-Regular school,High,571
4827300,482730012207,TECHNOLOGY EXPLORATION AND CAREER CENTER (TECC-E),1-Regular school,High,0
3411340,341134000139,TECHNOLOGY HIGH SCHOOL,1-Regular school,High,685
3500060,350006001112,TECHNOLOGY LEADERSHIP HIGH SCHOOL,1-Regular school,High,274
2633720,263372006918,TECUMSEH HIGH SCHOOL,1-Regular school,High,734
1812390,181239001986,TECUMSEH HIGH SCHOOL,1-Regular school,High,300
3904624,390462402485,TECUMSEH HIGH SCHOOL,1-Regular school,High,815
4029610,402961001555,TECUMSEH HS,1-Regular school,High,594
1201290,120129003086,TEEN PARENT,1-Regular school,High,0
0638880,063888006529,TEHACHAPI HIGH,1-Regular school,High,1187
0602544,060254410699,TEHAMA ELEARNING ACADEMY,1-Regular school,High,112
4800139,480013912365,TEKOA ACADEMY OF ACCELERATED STUDIES,1-Regular school,High,95
5308790,530879001521,TEKOA HIGH SCHOOL,1-Regular school,High,80
0400248,040024801923,TELESIS PREPARATORY ACADEMY,1-Regular school,High,47
1304830,130483002442,TELFAIR COUNTY HIGH SCHOOL,1-Regular school,High,457
1811260,181126001819,TELL CITY JR-SR HIGH SCHOOL,1-Regular school,High,637
4703000,470300001201,TELLICO PLAINS HIGH SCHOOL,1-Regular school,High,454
0806870,080687001171,TELLURIDE HIGH SCHOOL,1-Regular school,High,280
2311670,231167000510,TELSTAR HIGH SCHOOL,1-Regular school,High,185
0600028,060002809499,TEMECULA VALLEY HIGH,1-Regular school,High,3064
0600027,060002710280,TEMESCAL CANYON HIGH,1-Regular school,High,2218
0408340,040834000795,TEMPE HIGH SCHOOL,1-Regular school,High,1497
0400070,040007000831,TEMPE PREPARATORY ACADEMY,1-Regular school,High,434
0638980,063898006540,TEMPLE CITY HIGH,1-Regular school,High,1908
4842330,484233004827,TEMPLE H S,1-Regular school,High,2292
1300840,130084002097,TEMPLE HIGH SCHOOL,1-Regular school,High,618
4029640,402964029651,TEMPLE HS,1-Regular school,High,56
0639000,063900006542,TEMPLETON HIGH,1-Regular school,High,710
3416110,341611000864,TENAFLY HIGH SCHOOL,1-Regular school,High,1231
5308820,530882001522,TENINO HIGH SCHOOL,1-Regular school,High,387
4703600,470360002583,TENNESSEE CONNECTIONS ACADEMY 9-12,1-Regular school,High,1443
4700360,470036000116,TENNESSEE HIGH SCHOOL,1-Regular school,High,1119
4700360,470036002308,TENNESSEE ONLINE PUBLIC SCHOOL,1-Regular school,High,159
4704380,470438002403,TENNESSEE VIRTUAL LEARNING ACADEMY,1-Regular school,High,32
0616740,061674002135,TENNYSON HIGH,1-Regular school,High,1501
5500074,550007402637,TENOR HIGH,1-Regular school,High,471
1201590,120159007310,TENOROC HIGH SCHOOL,1-Regular school,High,1073
2201710,220171001328,TENSAS HIGH SCHOOL,1-Regular school,High,185
1200390,120039007634,TERRA ENVIRONMENTAL RESEARCH INSTITUTE,1-Regular school,High,1737
0635110,063511005941,TERRA LINDA HIGH,1-Regular school,High,1247
0618930,061893002296,TERRA NOVA HIGH,1-Regular school,High,746
1812090,181209001917,TERRE HAUTE NORTH VIGO HIGH SCHOOL,1-Regular school,High,1432
1812090,181209001918,TERRE HAUTE SOUTH VIGO HIGH SCHOOL,1-Regular school,High,1463
2201740,220174001368,TERREBONNE HIGH SCHOOL,1-Regular school,High,1373
4842450,484245004841,TERRELL H S,1-Regular school,High,1285
1304860,130486001658,TERRELL HIGH SCHOOL,1-Regular school,High,345
2801860,280186000902,TERRY HIGH SCHOOL,1-Regular school,High,1227
3025950,302595000736,TERRY HIGH SCHOOL,1-Regular school,High,25
1200480,120048000681,TERRY PARKER HIGH SCHOOL,1-Regular school,High,1516
3700011,370001102134,TERRY SANFORD HIGH,1-Regular school,High,1154
0903330,090333001199,TERRYVILLE HIGH SCHOOL,1-Regular school,High,381
2003960,200396000167,TESCOTT JUNIOR HIGH/HIGH SCHOOL,1-Regular school,High,60
5500390,550039002547,TESLA ENGINEERING CHARTER SCHOOL,1-Regular school,High,143
0607440,060744008750,TESORO HIGH,1-Regular school,High,2409
1603180,160318000543,TETON HIGH SCHOOL,1-Regular school,High,535
1738760,173876003944,TEUTOPOLIS HIGH SCHOOL,1-Regular school,High,331
2511580,251158001926,TEWKSBURY MEMORIAL HIGH,1-Regular school,High,826
4819700,481970012338,TEXAS ACADEMY OF BIOMEDICAL,1-Regular school,High,364
4842510,484251004865,TEXAS CITY H S,1-Regular school,High,1782
4800213,480021312307,TEXAS EARLY COLLEGE H S,1-Regular school,High,126
4842480,484248004854,TEXAS H S,1-Regular school,High,1770
4824030,482403012951,TEXAS ONLINE PREPARATORY H S,1-Regular school,High,1934
4029820,402982001563,TEXHOMA HS,1-Regular school,High,116
3502580,350258000589,TEXICO HIGH,1-Regular school,High,163
3800047,380004700271,TGU-GRANVILLE HIGH SCHOOL,1-Regular school,High,45
3800047,380004700499,TGU-TOWNER HIGH SCHOOL,1-Regular school,High,49
4029850,402985001565,THACKERVILLE HS,1-Regular school,High,68
0101590,010159001869,THARPTOWN HIGH SCHOOL,1-Regular school,High,382
0408410,040841001110,THATCHER HIGH SCHOOL,1-Regular school,High,533
3100132,310013201258,THAYER CENTRAL HIGH SCHOOL,1-Regular school,High,182
2930270,293027002069,THAYER SR. HIGH,1-Regular school,High,321
1800630,180063002467,THE ACAD OF SCI & ENTREPRENEURSHIP,1-Regular school,High,105
0508280,050828000551,THE ACADEMIES AT JONESBORO HIGH SCHOOL,1-Regular school,High,1352
0508040,050804001594,THE ACADEMIES OF WEST MEMPHIS CHARTER SCHOOL,1-Regular school,High,993
2102990,210299000777,THE ACADEMY @ SHAWNEE,1-Regular school,High,534
4703180,470318002303,THE ACADEMY AT HICKORY HOLLOW,1-Regular school,High,69
4703180,470318002192,THE ACADEMY AT OLD COCKRILL,1-Regular school,High,54
4703180,470318002198,THE ACADEMY AT OPRY MILLS,1-Regular school,High,39
3901433,390143305688,THE ACADEMY FOR URBAN SCHOLARS,1-Regular school,High,329
0904320,090432001468,THE ACADEMY OF INFORMATION TECHNOLOGY & ENGINEERING,1-Regular school,High,628
3500126,350012601070,THE ASK ACADEMY,1-Regular school,High,567
3400740,340074003047,THE BARACK OBAMA GREEN CHARTER HIGH SCHOOL,1-Regular school,High,240
1200180,120018008476,THE BEN GAMLA PREPARATORY ACADEMY,1-Regular school,High,376
0900015,090001500809,THE BRIDGE ACADEMY,1-Regular school,High,281
5605690,560569000554,THE BRIDGE SCHOOL,1-Regular school,High,34
3904523,390452302128,THE BRIDGEPORT SCHOOL DISTRICT - HIGH SCHOOL,1-Regular school,High,210
0401410,040141003591,THE BUCKEYE ACADEMY,1-Regular school,High,0
2507020,250702002860,THE CAREER ACADEMY,1-Regular school,High,94
5307710,530771002842,THE CENTER SCHOOL,1-Regular school,High,251
0801920,080192001943,THE CLASSICAL ACADEMY HIGH SCHOOL,1-Regular school,High,585
4827300,482730006291,THE COLONY H S,1-Regular school,High,2038
5308250,530825003401,THE COMMUNITY SCHOOL,1-Regular school,High,156
4100048,410004801159,THE DALLES HIGH SCHOOL,1-Regular school,High,827
3200060,320006000745,THE DELTA ACADEMY J-SHS,1-Regular school,High,734
2680520,268052008246,THE EARLY COLLEGE  LANSING COMMUNITY COLLEGE,1-Regular school,High,157
4801414,480141412881,THE EAST AUSTIN COLLEGE PREP AT MLK,1-Regular school,High,299
0601873,060187313673,THE EDUCATION CORPS,1-Regular school,High,247
4700148,470014802443,THE EXCEL CENTER,1-Regular school,High,460
4801448,480144813834,THE EXCEL CENTER FOR ADULTS - SOUTH AUSTIN,1-Regular school,High,82
4801448,480144813951,THE EXCEL CENTER FOR ADULTS AYW,1-Regular school,High,56
3303298,330329800717,THE FOUNDERS ACADEMY CHARTER SCHOOL (H),1-Regular school,High,133
1302610,130261004305,THE FOUNDRY,1-Regular school,High,15
3700361,370036103332,THE FRANKLIN SCHOOL OF INNOVATION,1-Regular school,High,642
0905372,090537201222,THE GILBERT SCHOOL,1-Regular school,High,452
3500142,350014201077,THE GREAT ACADEMY,1-Regular school,High,115
4400017,440001700477,THE GREENE SCHOOL,1-Regular school,High,204
2600983,260098308281,THE GREENSPIRE SCHOOL,1-Regular school,High,124
5308250,530825002678,THE HEALING LODGE,1-Regular school,High,14
0625690,062569010455,THE HIGH SCHOOL AT MOORPARK COLLEGE,1-Regular school,High,99
1800217,180021702703,THE HOPE ACADEMY INC,1-Regular school,High,20
1300001,130000104369,THE HOPE ACADEMY SCHOOL,1-Regular school,High,28
4701590,470159000759,THE HOWARD SCHOOL,1-Regular school,High,1212
3701080,370108003037,THE JP KNAPP ECH (I)SCHOOL,1-Regular school,High,274
2012510,201251002087,THE LEARNING CENTER,1-Regular school,High,48
4218990,421899007525,THE LINC,1-Regular school,High,247
3500125,350012501069,THE MASTERS PROGRAM,1-Regular school,High,270
0633840,063384011194,THE MET,1-Regular school,High,240
0900810,090081000134,THE MORGAN SCHOOL,1-Regular school,High,564
2200293,220029302439,THE NET 2 CHARTER HIGH SCHOOL,1-Regular school,High,163
2200188,220018802340,THE NET CHARTER HIGH SCHOOL,1-Regular school,High,119
4200133,420013300866,THE NEW ACADEMY CS,1-Regular school,High,114
4700900,470090002130,THE PHOENIX SCHOOL,1-Regular school,High,74
2400090,240009001663,THE REACH! PARTNERSHIP SCHOOL,1-Regular school,High,695
5512360,551236002471,THE REAL SCH,1-Regular school,High,532
1304890,130489004152,THE RENAISSANCE CENTER FOR ACADEMIC AND CAREER DEVELOPMENT,1-Regular school,High,22
2601103,260110308932,THE SCHOOL AT MARYGROVE,1-Regular school,High,208
3701260,370126000531,THE SCHOOL FOR CREATIVE STUDIES,1-Regular school,High,655
1301020,130102003941,THE SCHOOL OF LIBERAL STUDIES AT SAVANNAH HIGH,1-Regular school,High,653
3904378,390437805339,THE SCHOOL OF ONE,1-Regular school,High,176
4218990,421899007524,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,1-Regular school,High,672
4218990,421899007506,THE SD OF PHILADELPHIA VIRTUAL ACADEMY,1-Regular school,High,630
1100022,110002200236,THE SEED PCS OF WASHINGTON DC,1-Regular school,High,221
2400027,240002701669,THE SEED SCHOOL OF MARYLAND,1-Regular school,High,403
2511130,251113002137,THE SPRINGFIELD RENAISSANCE SCHOOL AN EXPEDITIONARY LEARNING,1-Regular school,High,638
4218990,421899007547,THE U SCHOOL: INNOVATIVE LAB,1-Regular school,High,282
0802940,080294006370,THE VANGUARD SCHOOL (HIGH),1-Regular school,High,284
4815000,481500001007,THE WOODLANDS H S,1-Regular school,High,4309
0905373,090537311223,THE WOODSTOCK ACADEMY,1-Regular school,High,1043
4218990,421899007548,THE WORKSHOP SCHOOL,1-Regular school,High,229
3600087,360008705796,THEATRE ARTS PRODUCTION COMPANY SCHOOL,1-Regular school,High,542
3177730,317773001663,THEDFORD HIGH SCHOOL,1-Regular school,High,53
4826130,482613012880,THELMA ROSA SALINAS STEM EARLY COLLEGE H S,1-Regular school,High,496
0102370,010237001688,THEODORE HIGH SCHOOL,1-Regular school,High,1362
3904416,390441601086,THEODORE ROOSEVELT HIGH SCHOOL,1-Regular school,High,1202
0622710,062271003315,THEODORE ROOSEVELT SENIOR HIGH,1-Regular school,High,1452
2200900,220090000725,THIBODAUX HIGH SCHOOL,1-Regular school,High,1379
0400976,040097603624,THINK THROUGH ACADEMY,1-Regular school,High,64
3610590,361059000830,THOMAS A EDISON HIGH SCHOOL,1-Regular school,High,269
1802910,180291000380,THOMAS A EDISON JR-SR HS,1-Regular school,High,682
3404590,340459003045,THOMAS A. EDISON CAREER AND TECHNICAL ACADEMY,1-Regular school,High,861
1304890,130489002146,THOMAS COUNTY CENTRAL HIGH SCHOOL,1-Regular school,High,1448
5100840,510084000350,THOMAS DALE HIGH,1-Regular school,High,2451
0625150,062515003753,THOMAS DOWNEY HIGH,1-Regular school,High,2141
2800187,280018701422,THOMAS E. EDWARDS SR. HIGH SCHOOL,1-Regular school,High,298
4030240,403024001608,THOMAS EDISON PREPARATORY HS,1-Regular school,High,1138
3630360,363036004865,THOMAS HIGH SCHOOL,1-Regular school,High,1274
3404590,340459003049,THOMAS JEFFERSON ARTS ACADEMY,1-Regular school,High,1101
4816230,481623001289,THOMAS JEFFERSON H S,1-Regular school,High,1606
5103240,510324002070,THOMAS JEFFERSON HIGH,1-Regular school,High,932
5101260,510126002034,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,1-Regular school,High,1809
5302820,530282000451,THOMAS JEFFERSON HIGH SCHOOL,1-Regular school,High,1695
1908220,190822000435,THOMAS JEFFERSON HIGH SCHOOL,1-Regular school,High,1271
1906540,190654000263,THOMAS JEFFERSON HIGH SCHOOL,1-Regular school,High,1441
0803360,080336000417,THOMAS JEFFERSON HIGH SCHOOL,1-Regular school,High,1310
2200840,220084001964,THOMAS JEFFERSON HIGH SCHOOL FOR ADVANCED STUDIES,1-Regular school,High,603
4225590,422559000523,THOMAS JEFFERSON HS,1-Regular school,High,953
0622710,062271003106,THOMAS JEFFERSON SENIOR HIGH,1-Regular school,High,720
1709930,170993000920,THOMAS KELLY COLLEGE PREPARATORY,1-Regular school,High,1982
2104410,210441002324,THOMAS NELSON HIGH SCHOOL,1-Regular school,High,698
3629370,362937003963,THOMAS R PROCTOR HIGH SCHOOL,1-Regular school,High,2569
2400480,240048000934,THOMAS S. WOOTTON HIGH,1-Regular school,High,2037
2400270,240027000607,THOMAS STONE HIGH SCHOOL,1-Regular school,High,1115
2904890,290489000059,THOMAS W. KELLY HIGH,1-Regular school,High,360
5102190,510219000904,THOMAS WALKER HIGH,1-Regular school,High,323
3904513,390451302039,THOMAS WORTHINGTON HIGH SCHOOL,1-Regular school,High,1832
4000015,400001501659,THOMAS-FAY-CUSTER UNIFIED HS,1-Regular school,High,106
0904500,090450000908,THOMASTON HIGH SCHOOL,1-Regular school,High,344
3704500,370450001776,THOMASVILLE HIGH,1-Regular school,High,600
1304950,130495001673,THOMASVILLE HIGH SCHOOL,1-Regular school,High,739
0103300,010330001248,THOMASVILLE HIGH SCHOOL,1-Regular school,High,348
3026100,302610000738,THOMPSON FALLS HIGH SCHL,1-Regular school,High,188
3818280,381828000630,THOMPSON HIGH SCHOOL,1-Regular school,High,245
0100190,010019001183,THOMPSON HIGH SCHOOL,1-Regular school,High,2098
0805400,080540000938,THOMPSON VALLEY HIGH SCHOOL,1-Regular school,High,1043
1701382,170138205940,THOMPSONVILLE HIGH SCHOOL,1-Regular school,High,91
1303570,130357002183,THOMSON HIGH SCHOOL,1-Regular school,High,983
3501110,350111000316,THOREAU HIGH,1-Regular school,High,384
2633810,263381006924,THORNAPPLE KELLOGG HIGH SCHOOL,1-Regular school,High,969
4842630,484263004870,THORNDALE H S,1-Regular school,High,220
1738970,173897003954,THORNRIDGE HIGH SCHOOL,1-Regular school,High,1116
1738940,173894003952,THORNTON FRACTNL NO HIGH SCHOOL,1-Regular school,High,1379
1738940,173894003953,THORNTON FRACTNL SO HIGH SCHOOL,1-Regular school,High,1911
0806900,080690001192,THORNTON HIGH SCHOOL,1-Regular school,High,1544
1738970,173897003955,THORNTON TOWNSHIP HIGH SCHOOL,1-Regular school,High,1693
1738970,173897003956,THORNWOOD HIGH SCHOOL,1-Regular school,High,1994
5514820,551482001926,THORP HIGH,1-Regular school,High,170
3607650,360765000548,THOUSAND ISLANDS HIGH SCHOOL,1-Regular school,High,244
0609640,060964001024,THOUSAND OAKS HIGH,1-Regular school,High,2019
4842660,484266004872,THRALL H S,1-Regular school,High,241
3026190,302619000741,THREE FORKS HIGH SCHOOL,1-Regular school,High,226
5514850,551485001929,THREE LAKES HIGH,1-Regular school,High,145
4100043,410004301744,THREE LAKES HIGH SCHOOL,1-Regular school,High,28
2633840,263384006930,THREE RIVERS HIGH SCHOOL,1-Regular school,High,702
4842690,484269004874,THREE RIVERS JR/SR H S,1-Regular school,High,265
0903450,090345001617,THREE RIVERS MIDDLE COLLEGE MAGNET SCHOOL,1-Regular school,High,67
5601470,560147000580,THUNDER BASIN HIGH SCHOOL,1-Regular school,High,1161
0200210,020021000737,THUNDER MOUNTAIN HIGH SCHOOL,1-Regular school,High,580
2000346,200034601922,THUNDER RIDGE HIGH SCHOOL,1-Regular school,High,73
1600930,160093001097,THUNDER RIDGE HIGH SCHOOL,1-Regular school,High,1556
0403450,040345000282,THUNDERBIRD HIGH SCHOOL,1-Regular school,High,1633
0803450,080345001529,THUNDERRIDGE HIGH SCHOOL,1-Regular school,High,1910
3600081,360008105115,THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE,1-Regular school,High,541
1100034,110003400249,THURGOOD MARSHALL ACADEMY PCS,1-Regular school,High,367
4819650,481965009241,THURGOOD MARSHALL H S,1-Regular school,High,1389
3904384,390438400782,THURGOOD MARSHALL HIGH SCHOOL,1-Regular school,High,529
1734410,173441005338,THURGOOD MARSHALL LEARNING CTR,1-Regular school,High,NA
5309100,530910002380,THURS CO JUV DET/TUMWATER WEST E,1-Regular school,High,5
4111670,411167000595,THURSTON HIGH SCHOOL,1-Regular school,High,1244
3628680,362868003895,TICONDEROGA JUNIOR-SENIOR HIGH SCHOOL,1-Regular school,High,367
0636390,063639014381,TIDE ACADEMY,1-Regular school,High,143
4842810,484281004883,TIDEHAVEN H S,1-Regular school,High,261
3500124,350012401068,TIERRA ADENTRO,1-Regular school,High,246
3500173,350017300950,TIERRA ENCANTADA CHARTER SCHOOL,1-Regular school,High,319
1304980,130498002282,TIFT COUNTY HIGH SCHOOL,1-Regular school,High,2309
4112240,411224001198,TIGARD HIGH SCHOOL,1-Regular school,High,1782
5514880,551488001932,TIGERTON HIGH,1-Regular school,High,116
1709930,170993001161,TILDEN CAREER COMMUNTY ACADEMY HS,1-Regular school,High,302
4112320,411232001075,TILLAMOOK HIGH SCHOOL,1-Regular school,High,697
4825260,482526011897,TIMBER CREEK H S,1-Regular school,High,3238
1201440,120144003745,TIMBER CREEK HIGH,1-Regular school,High,3558
3401770,340177000425,TIMBER CREEK REGIONAL HIGH SCHOOL,1-Regular school,High,1187
4671880,467188000665,TIMBER LAKE HIGH SCHOOL - 01,1-Regular school,High,100
4000013,400001301101,TIMBERLAKE HS,1-Regular school,High,61
1601800,160180000843,TIMBERLAKE SENIOR HIGH SCHOOL,1-Regular school,High,526
2931650,293165002844,TIMBERLAND HIGH,1-Regular school,High,1845
