district_id,district,high_schools,hs_with_ap,pct_hs_with_ap,d_ap_enroll,d_ap_enroll_latinx,d_ap_enroll_native,d_ap_enroll_asian,d_ap_enroll_hawpi,d_ap_enroll_black,d_ap_enroll_white,d_ap_enroll_twoplus,d_hs_enroll,d_hs_enroll_latinx,d_hs_enroll_native,d_hs_enroll_asian,d_hs_enroll_hawpi,d_hs_enroll_black,d_hs_enroll_white,d_hs_enroll_twoplus,pct_ap_enroll_d,pct_latinx_ap_enroll_d,pct_native_ap_enroll_d,pct_asian_ap_enroll_d,pct_hawpi_ap_enroll_d,pct_black_ap_enroll_d,pct_white_ap_enroll_d,pct_twoplus_ap_enroll_d,schools,schools_with_oos,pct_oos_d,pct_latinx_oos_d,pct_native_oos_d,pct_asian_oos_d,pct_hawpi_oos_d,pct_black_oos_d,pct_white_oos_d,pct_twoplus_oos_d
1726970,Meridian Cusd 101,1,1,1,0,0,0,0,0,0,0,0,140,0,0,0,0,92,37,12,0,NA,NA,NA,NA,0,0,0,2,2,0,NA,NA,NA,NA,0,0,0
1727180,Mount Olive Cusd 5,1,1,1,0,0,0,0,0,0,0,0,135,1,0,0,0,0,133,1,0,0,NA,NA,NA,NA,0,0,2,2,0,0,NA,NA,NA,NA,0,0
1727290,Mt Pulaski Cusd 23,1,1,1,0,0,0,0,0,0,0,0,153,4,0,1,0,0,144,3,0,0,NA,0,NA,NA,0,0,2,2,0.01,0,NA,0,NA,0,0.01,0.1
1727300,Brown County Cusd 1,1,1,1,56,1,1,0,0,0,53,1,216,2,1,0,0,0,209,2,0.26,0.5,1,NA,NA,NA,0.25,0.5,3,3,0,0,0,0,NA,0,0,0
1727360,Mt Vernon Twp Hsd 201,1,1,1,0,0,0,0,0,0,0,0,1171,55,0,10,0,124,868,107,0,0,NA,0,NA,0,0,0,1,1,0.23,0.44,NA,0,NA,0.4,0.19,0.27
1727390,Mt Zion Cusd 3,1,1,1,88,0,0,0,0,2,85,1,746,20,1,10,0,10,686,19,0.12,0,0,0,NA,0.2,0.12,0.05,5,5,0,0,0,0,0,0,0,0
1727450,Mulberry Grove Cusd 1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1727570,Mundelein Cons Hsd 120,1,1,1,599,200,0,58,0,7,283,51,2032,932,3,115,0,42,814,127,0.29,0.21,0,0.5,NA,0.17,0.35,0.4,1,1,0,0,0,0,NA,0,0,0
1727610,Murphysboro Cusd 186,1,1,1,35,1,0,0,0,9,17,8,592,48,3,3,0,110,396,42,0.06,0.02,0,0,NA,0.08,0.04,0.19,4,4,0,0,0,0,NA,0,0,0
1727710,Naperville Cusd 203,2,2,1,1923,143,1,608,1,29,1044,97,5293,565,9,951,3,242,3315,225,0.36,0.25,0.11,0.64,0.33,0.12,0.31,0.43,21,21,0,0,0,0,0,0.01,0,0
1727740,Nashville Chsd 99,1,1,1,0,0,0,0,0,0,0,0,408,13,1,1,3,0,381,7,0,0,0,0,0,NA,0,0,1,1,0.01,0.08,0,0,0,NA,0.01,0
1727840,Neoga Cusd 3,1,1,1,3,0,0,0,0,0,3,0,285,6,0,2,0,0,270,6,0.01,0,NA,0,NA,NA,0.01,0,2,2,0.04,0,NA,0,NA,0,0.04,0.06
1727960,New Athens Cusd 60,1,1,1,13,0,0,0,0,0,13,0,144,1,1,0,0,4,139,0,0.09,0,0,NA,NA,0,0.09,NA,3,3,0,0,0,NA,NA,0,0,0
1727990,New Berlin Cusd 16,1,1,1,0,0,0,0,0,0,0,0,319,5,0,2,0,0,297,13,0,0,NA,0,NA,NA,0,0,3,3,0,0,NA,0,NA,0,0,0
1728200,New Trier Twp Hsd 203,2,2,1,935,2,2,137,0,0,722,72,4027,285,9,390,7,16,3123,190,0.23,0.01,0.22,0.35,0,0,0.23,0.38,2,2,0,0,0,0,0,0,0,0
1728260,Newark Chsd 18,1,1,1,63,2,0,0,0,1,60,0,174,4,0,0,0,0,169,0,0.36,0.5,NA,NA,NA,1,0.36,NA,1,1,0.02,0,NA,NA,NA,NA,0.02,NA
1728530,Niles Twp Hsd 219,2,2,1,2035,219,6,818,6,72,832,82,4592,648,13,1567,15,290,1894,170,0.44,0.34,0.46,0.52,0.4,0.25,0.44,0.48,2,2,0,0,0,0,0,0,0,0
1728560,Nokomis Cusd 22,1,1,1,0,0,0,0,0,0,0,0,312,8,0,0,0,0,298,6,0,0,NA,NA,NA,NA,0,0,2,2,0.01,0,NA,NA,NA,NA,0.01,0
1728620,Mclean County Usd 5,4,4,1,511,24,0,101,0,26,333,27,3884,347,15,254,7,456,2567,208,0.13,0.07,0,0.4,0,0.06,0.13,0.13,24,24,0,0,0.02,0,0,0.01,0,0.01
1728700,North Boone Cusd 200,1,1,1,106,18,0,2,0,1,84,1,461,131,1,5,0,8,296,21,0.23,0.14,0,0.4,NA,0.12,0.28,0.05,6,6,0.01,0.02,0,0,NA,0.07,0.01,0.01
1728810,North Clay Cusd 25,1,1,1,0,0,0,0,0,0,0,0,174,5,0,0,0,0,167,2,0,0,NA,NA,NA,NA,0,0,2,2,0,0,NA,0,NA,0,0,0
1729010,Northfield Twp Hsd 225,2,2,1,1670,116,0,404,1,6,1062,81,5054,532,0,929,3,48,3283,254,0.33,0.22,NA,0.43,0.33,0.12,0.32,0.32,2,2,0,0,NA,0,0,0,0,0
1729220,Oak Lawn Chsd 229,1,1,1,131,28,0,6,0,6,90,1,1800,644,7,28,1,106,1003,13,0.07,0.04,0,0.21,0,0.06,0.09,0.08,1,1,0,0,0,0,0,0,0,0
1729280,Oak Park - River Forest Sd 200,1,1,1,1192,141,1,55,0,90,807,98,3359,446,3,133,0,646,1887,277,0.35,0.32,0.33,0.41,NA,0.14,0.43,0.35,1,1,0,0,0,0,NA,0,0,0
1729340,Oakland Cusd 5,1,1,1,0,0,0,0,0,0,0,0,71,0,0,0,0,0,68,2,0,NA,NA,NA,NA,NA,0,0,2,2,0,0,NA,NA,NA,NA,0,0
1729420,Oblong Cusd 4,1,1,1,0,0,0,0,0,0,0,0,184,5,0,0,0,6,173,3,0,0,NA,NA,NA,0,0,0,2,2,0,0,NA,0,NA,0,0,0
1729730,Ohio Chsd 505,1,1,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,30,3,0,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,0,0
1729790,O Fallon Twp Hsd 203,1,1,1,284,19,0,8,0,27,206,24,2477,165,3,55,0,532,1539,209,0.11,0.12,0,0.15,NA,0.05,0.13,0.11,1,1,0,0,0,0,NA,0,0,0
1729890,Olympia Cusd 16,1,1,1,27,2,0,0,0,0,25,0,506,15,0,2,1,4,465,19,0.05,0.13,NA,0,0,0,0.05,0,5,5,0,0,NA,0,0.2,0,0,0
1729940,R O W V A Cusd 208,1,1,1,66,0,0,0,0,0,66,0,269,11,0,0,0,0,253,5,0.25,0,NA,NA,NA,NA,0.26,0,2,2,0.01,0,NA,NA,NA,NA,0.02,0
1730060,Orangeville Cusd 203,1,1,1,0,0,0,0,0,0,0,0,103,6,0,0,0,0,96,0,0,0,NA,NA,NA,NA,0,NA,3,3,0,0,NA,NA,NA,NA,0,0
1730160,Oregon Cusd 220,1,1,1,53,7,0,1,0,0,45,0,421,48,1,2,0,2,360,8,0.13,0.15,0,0.5,NA,0,0.12,0,3,3,0.02,0.01,0,0,0,0.25,0.01,0.04
1730200,Orion Cusd 223,1,1,1,0,0,0,0,0,0,0,0,316,14,1,0,0,2,296,2,0,0,0,NA,NA,0,0,0,3,3,0,0,0,0,NA,0,0,0
1730270,Cusd 308,2,2,1,1701,250,3,248,0,98,1010,92,5669,1253,12,431,3,580,3118,291,0.3,0.2,0.25,0.58,0,0.17,0.32,0.32,20,20,0,0,0,0,0,0,0,0
1730330,Ottawa Twp Hsd 140,1,1,1,134,10,1,1,0,1,117,4,1210,169,3,9,1,30,954,46,0.11,0.06,0.33,0.11,0,0.03,0.12,0.09,1,1,0,0.01,0,0,0,0,0,0
1730450,Township Hsd 211,5,5,1,4899,798,8,1686,5,152,2071,179,11685,3067,24,2546,14,722,4973,393,0.42,0.26,0.33,0.66,0.36,0.21,0.42,0.46,5,5,0,0,0,0,0,0,0,0
1730480,Palestine Cusd 3,1,1,1,0,0,0,0,0,0,0,0,85,0,0,0,1,0,83,0,0,NA,NA,NA,0,NA,0,NA,2,2,0,0,NA,NA,0,0,0,0
1730540,Northwestern Cusd 2,1,1,1,0,0,0,0,0,0,0,0,93,0,0,0,0,0,93,0,0,NA,NA,NA,NA,NA,0,NA,3,3,0,NA,NA,NA,NA,NA,0,0
1730630,Pana Cusd 8,1,1,1,0,0,0,0,0,0,0,0,416,7,3,1,0,0,394,9,0,0,0,0,NA,NA,0,0,4,4,0.02,0,0.2,0,NA,0,0.02,0.04
1730660,Panhandle Cusd 2,1,1,1,0,0,0,0,0,0,0,0,141,4,0,0,0,0,132,5,0,0,NA,NA,NA,NA,0,0,4,4,0,0,NA,NA,NA,0,0,0
1730750,Paris-Union Sd 95,1,1,1,0,0,0,0,0,0,0,0,400,0,0,0,0,0,400,0,0,NA,NA,NA,NA,NA,0,NA,4,4,0,NA,NA,NA,NA,NA,0,NA
1730780,Paris Cusd 4,1,1,1,38,0,0,0,0,0,38,0,187,3,0,2,0,0,178,3,0.2,0,NA,0,NA,NA,0.21,0,3,3,0.01,0,0,0,NA,0,0.01,0
1730870,Patoka Cusd 100,1,1,1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,72,0,0,NA,NA,NA,NA,NA,0,NA,3,3,0.02,NA,NA,NA,NA,NA,0.02,0
1730930,Pawnee Cusd 11,1,1,1,0,0,0,0,0,0,0,0,232,4,0,2,0,2,218,4,0,0,NA,0,NA,0,0,0,2,2,0.01,0,NA,0,NA,0.5,0,0
1730990,Payson Cusd 1,1,1,1,0,0,0,0,0,0,0,0,248,1,0,0,0,0,237,10,0,0,NA,NA,NA,NA,0,0,2,2,0.03,0,NA,0,NA,NA,0.03,0.05
1731020,Pearl City Cusd 200,1,1,1,0,0,0,0,0,0,0,0,119,6,0,1,0,0,110,2,0,0,NA,0,NA,NA,0,0,3,3,0.01,0,NA,0,NA,0,0.01,0.25
1731050,Pecatonica Cusd 321,1,1,1,39,2,0,1,0,1,35,0,281,18,0,2,0,8,251,4,0.14,0.11,NA,0.5,NA,0.12,0.14,0,3,3,0.01,0.02,0,0,NA,0,0.01,0
1731110,Pekin Csd 303,1,1,1,221,8,0,5,0,0,197,11,1827,64,7,18,2,14,1645,83,0.12,0.12,0,0.28,0,0,0.12,0.13,1,1,0,0,0,0,0,0,0,0
1731230,Peoria Sd 150,6,6,1,140,31,2,11,0,22,79,13,3751,468,8,64,4,1938,909,370,0.04,0.07,0.25,0.17,0,0.01,0.09,0.04,27,26,0.02,0.01,0,0,0.04,0.02,0.01,0.01
1731270,Peoria Heights Cusd 325,1,1,1,8,0,0,0,0,0,7,1,220,15,0,0,0,36,143,34,0.04,0,NA,NA,NA,0,0.05,0.03,2,2,0.02,0.02,NA,0,NA,0.01,0.01,0.07
1731290,Peotone Cusd 207u,1,1,1,75,5,0,4,0,0,66,0,450,51,2,8,0,2,379,8,0.17,0.1,0,0.5,NA,0,0.17,0,4,4,0.01,0,0.2,0,NA,0,0.01,0
1731410,Porta Cusd 202,1,1,1,0,0,0,0,0,0,0,0,415,5,1,4,0,10,386,5,0,0,0,0,NA,0,0,0,3,3,0,0,0,0,NA,0,0,0
1731500,Southwestern Cusd 9,1,1,1,24,0,0,0,0,0,24,0,410,2,4,0,0,8,392,7,0.06,0,0,NA,NA,0,0.06,0,5,5,0.01,0,0,0,0,0,0.01,0
1731620,Pinckneyville Chsd 101,1,1,1,0,0,0,0,0,0,0,0,437,3,0,3,0,4,412,15,0,0,NA,0,NA,0,0,0,1,1,0,0,NA,0,NA,0,0,0
1731710,Pikeland Cusd 10,1,1,1,0,0,0,0,0,0,0,0,326,3,0,1,0,8,318,0,0,0,NA,0,NA,0,0,NA,3,3,0.01,0,NA,0,NA,0,0.01,NA
1731740,Plainfield Sd 202,4,4,1,2144,415,11,280,6,157,1181,94,8963,2079,37,588,12,1034,4912,328,0.24,0.2,0.3,0.48,0.5,0.15,0.24,0.29,28,28,0,0,0,0,0,0,0,0
1731770,Plano Cusd 88,1,1,1,244,130,0,6,0,16,86,6,718,393,1,13,0,74,212,30,0.34,0.33,0,0.46,NA,0.22,0.41,0.2,5,5,0,0,0,0,NA,0,0,0
1731890,Pleasant Hill Cusd 3,1,1,1,0,0,0,0,0,0,0,0,88,1,0,0,0,2,86,0,0,0,NA,NA,NA,0,0,NA,2,2,0.02,0,NA,NA,NA,0,0.02,0
1731920,Pleasant Plains Cusd 8,1,1,1,52,1,0,1,0,0,47,3,401,6,4,9,0,10,366,7,0.13,0.17,0,0.11,NA,0,0.13,0.43,3,3,0,0,0,0,0,0,0,0
1732100,Polo Cusd 222,1,1,1,12,0,0,0,0,0,12,0,173,9,0,0,0,0,156,7,0.07,0,NA,NA,NA,NA,0.08,0,3,3,0.01,0,0,NA,NA,0,0.01,0
1732220,Pontiac Twp Hsd 90,1,1,1,95,7,0,0,0,0,81,7,677,63,0,1,0,20,555,39,0.14,0.11,NA,0,NA,0,0.15,0.18,1,1,0,0,NA,0,NA,0,0,0.03
1732280,Pope Co Cud 1,1,1,1,0,0,0,0,0,0,0,0,165,4,1,0,0,2,153,6,0,0,0,NA,NA,0,0,0,2,2,0.01,0,0,NA,NA,0,0.01,0
1732580,Adlai E Stevenson Hsd 125,1,1,1,2274,121,1,1011,2,31,1058,50,4317,349,7,1564,2,80,2204,108,0.53,0.35,0.14,0.65,1,0.39,0.48,0.46,1,1,0,0,0,0,0,0,0,0
1732700,Princeton Hsd 500,1,1,1,0,0,0,0,0,0,0,0,529,33,0,5,0,0,476,13,0,0,NA,0,NA,NA,0,0,1,1,0.01,0,NA,0,NA,NA,0.01,0.08
1732770,Princeville Cusd 326,1,1,1,14,0,0,0,0,0,14,0,367,22,0,6,0,10,325,6,0.04,0,NA,0,NA,0,0.04,0,2,2,0,0,NA,0,NA,0.08,0,0
1732830,Prophetstown-Lyndon-Tampico Cusd3,1,1,1,0,0,0,0,0,0,0,0,205,10,0,0,0,0,188,6,0,0,NA,NA,NA,NA,0,0,4,4,0.02,0,0,NA,NA,0,0.02,0
1732910,Proviso Twp Hsd 209,3,3,1,0,0,0,0,0,0,0,0,4542,2738,0,46,0,1686,79,64,0,0,NA,0,NA,0,0,0,3,3,0,0,NA,0,NA,0,0,0
1732960,Putnam County Cusd 535,1,1,1,38,3,0,0,0,0,35,0,254,29,0,3,1,2,220,0,0.15,0.1,NA,0,0,0,0.16,NA,4,4,0,0,NA,0,0,0,0,0
1733000,Quincy Sd 172,1,1,1,253,6,0,11,0,10,211,15,1846,63,4,21,2,124,1470,161,0.14,0.1,0,0.52,0,0.08,0.14,0.09,8,8,0.02,0.04,0,0,0,0.03,0.02,0.04
1733090,Ramsey Cusd 204,1,1,1,0,0,0,0,0,0,0,0,233,0,0,0,1,4,227,0,0,NA,NA,NA,0,0,0,NA,2,2,0,NA,NA,NA,0,0,0,0
1733240,Rantoul Township Hsd 193,1,1,1,53,8,0,1,0,8,30,6,783,211,3,4,0,170,304,73,0.07,0.04,0,0.25,NA,0.05,0.1,0.08,1,1,0.01,0.01,0,0,NA,0.02,0.01,0
1733270,Reavis Twp Hsd 220,1,1,1,213,76,0,12,0,1,119,5,1928,1107,0,36,1,36,708,50,0.11,0.07,NA,0.33,0,0.03,0.17,0.1,1,1,0,0,NA,0,0,0,0,0
1733300,Red Bud Cusd 132,1,1,1,0,0,0,0,0,0,0,0,371,4,0,0,0,4,359,6,0,0,NA,NA,NA,0,0,0,2,2,0.01,0,0,0,NA,0,0.01,0.08
1733380,Reed Custer Cusd 255u,1,1,1,56,4,0,1,0,0,50,1,461,36,2,4,1,2,400,15,0.12,0.11,0,0.25,0,0,0.12,0.07,3,3,0.01,0,0,0,0,0,0.01,0.03
1733420,Rich Twp Hsd 227,1,1,1,475,69,2,8,0,363,14,19,2504,228,3,15,0,2216,39,146,0.19,0.3,0.67,0.53,NA,0.16,0.36,0.13,1,1,0,0,0,0,NA,0,0,0
1733510,Richmond-Burton Chsd 157,1,1,1,152,7,0,3,0,1,138,3,583,60,0,8,0,4,500,13,0.26,0.12,NA,0.38,NA,0.25,0.28,0.23,1,1,0,0,NA,0,NA,0,0,0
1733720,Ridgewood Chsd 234,1,1,1,88,11,0,10,0,0,65,2,799,199,0,68,0,4,515,13,0.11,0.06,NA,0.15,NA,0,0.13,0.15,1,1,0,0,NA,0,NA,0,0,0
1733930,Riverdale Cusd 100,1,1,1,12,0,0,0,0,0,12,0,327,21,0,1,0,0,299,6,0.04,0,NA,0,NA,NA,0.04,0,3,3,0,0,NA,0,NA,0,0,0
1733950,River Bend Cusd 2,1,1,1,32,1,0,1,0,0,29,1,292,6,0,1,0,0,277,8,0.11,0.17,NA,1,NA,NA,0.1,0.12,3,3,0,0,NA,0,NA,0,0,0
1734020,Riverside-Brookfield Twp Sd 208,1,1,1,683,216,1,20,0,9,410,27,1632,611,1,38,1,78,851,56,0.42,0.35,1,0.53,0,0.12,0.48,0.48,1,1,0,0,0,0,0,0,0,0
1734100,Riverton Cusd 14,1,1,1,52,2,0,1,0,0,48,1,393,11,0,3,0,18,350,13,0.13,0.18,NA,0.33,NA,0,0.14,0.08,3,3,0.02,0,0,0,0,0.02,0.02,0.05
1734140,Roanoke Benson Cusd 60,1,1,1,7,0,0,0,0,1,6,0,142,3,0,0,0,4,132,4,0.05,0,NA,NA,NA,0.25,0.05,0,3,3,0.01,0,NA,NA,NA,0,0.01,0
1734230,Robinson Cusd 2,1,1,1,0,0,0,0,0,0,0,0,493,13,0,3,2,10,449,16,0,0,NA,0,0,0,0,0,4,4,0.01,0.02,NA,0,0,0,0.01,0
1734290,Rochelle Twp Hsd 212,1,1,1,93,29,0,3,0,2,59,0,902,334,1,8,0,20,522,15,0.1,0.09,0,0.38,NA,0.1,0.11,0,1,1,0.01,0.01,0,0,NA,0,0.01,0
1734320,Rochester Cusd 3a,1,1,1,75,0,0,0,0,1,73,1,763,9,1,8,0,18,702,26,0.1,0,0,0,NA,0.06,0.1,0.04,5,5,0,0,0,0,NA,0.03,0,0
1734380,Rock Falls Twp Hsd 301,1,1,1,49,6,0,0,0,0,42,1,597,145,1,1,0,16,409,25,0.08,0.04,0,0,NA,0,0.1,0.04,1,1,0,0,0,0,NA,0,0,0
1734410,Rock Island Sd 41,2,2,1,274,36,2,25,0,58,149,4,1745,293,6,103,3,538,731,54,0.16,0.12,0.33,0.24,0,0.11,0.2,0.07,13,13,0,0,0,0,0,0,0,0
1734440,Rockridge Cusd 300,1,1,1,0,0,0,0,0,0,0,0,387,9,0,1,0,4,366,9,0,0,NA,0,NA,0,0,0,5,5,0.02,0,NA,0,0,0,0.02,0
1734510,Rockford Sd 205,5,5,1,1242,318,1,120,0,165,553,85,7592,2357,17,328,2,2316,2180,473,0.16,0.13,0.06,0.37,0,0.07,0.25,0.18,40,40,0.02,0.01,0,0,0,0.03,0.01,0.02
1734870,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,NA,NA,0,NA,0,0
1734990,Round Lake Cusd 116,1,1,1,377,290,1,12,0,13,58,3,2206,1722,7,21,1,136,249,43,0.17,0.17,0.14,0.57,0,0.1,0.23,0.07,9,9,0,0,0,0,0,0,0,0
1735010,Roxana Cusd 1,1,1,1,0,0,0,0,0,0,0,0,528,16,0,2,2,24,472,17,0,0,NA,0,0,0,0,0,4,4,0.01,0.06,NA,0,0,0.02,0.01,0
1735190,Salem Chsd 600,1,1,1,18,0,0,1,0,0,17,0,669,10,0,6,1,0,622,29,0.03,0,NA,0.17,0,NA,0.03,0,1,1,0.01,0,NA,0,0,NA,0.01,0.03
1735310,Sandoval Cusd 501,1,1,1,0,0,0,0,0,0,0,0,110,1,0,0,0,2,101,7,0,0,NA,NA,NA,0,0,0,3,3,0.01,0,NA,NA,0,0,0.01,0
1735370,Sandwich Cusd 430,1,1,1,51,4,0,4,0,0,40,3,594,92,1,12,0,4,467,19,0.09,0.04,0,0.33,NA,0,0.09,0.16,6,6,0,0,0,0,NA,0,0,0
1735610,Scales Mound Cusd 211,1,1,1,0,0,0,0,0,0,0,0,77,1,0,0,0,0,76,0,0,0,NA,NA,NA,NA,0,NA,3,3,0,0,NA,NA,NA,NA,0,0
1735850,Seneca Twp Hsd 160,1,1,1,74,7,2,0,0,0,64,1,403,36,7,0,0,0,356,3,0.18,0.19,0.29,NA,NA,NA,0.18,0.33,1,1,0,0,0,NA,NA,NA,0.01,0
1735940,Sesser-Valier Cusd 196,1,1,1,19,1,0,0,0,0,18,0,181,11,0,1,0,0,166,3,0.1,0.09,NA,0,NA,NA,0.11,0,3,3,0,0,NA,0,NA,NA,0,0
1735970,Indian Creek Cusd 425,1,1,1,34,1,0,0,0,1,32,0,270,27,1,1,0,10,220,15,0.13,0.04,0,0,NA,0.1,0.15,0,3,3,0.01,0,0,0,NA,0.06,0.01,0
1736090,Shelbyville Cusd 4,1,1,1,0,0,0,0,0,0,0,0,355,9,0,0,0,6,342,0,0,0,NA,NA,NA,0,0,NA,4,4,0.02,0,0,0,NA,0.1,0.02,0.06
1736180,Sherrard Cusd 200,1,1,1,48,1,0,1,0,0,45,1,426,27,0,3,0,4,382,12,0.11,0.04,NA,0.33,NA,0,0.12,0.08,5,5,0.01,0.03,0,0,0,0,0.01,0
1736570,Somonauk Cusd 432,1,1,1,55,0,0,0,0,0,55,0,277,22,1,1,0,6,245,2,0.2,0,0,0,NA,0,0.22,0,3,3,0,0,0,0,NA,0,0,0
1736600,County Of Winnebago Sd 320,1,1,1,18,1,0,0,0,2,13,2,254,77,0,4,0,16,143,21,0.07,0.01,NA,0,NA,0.12,0.09,0.1,5,5,0.02,0.01,NA,0,NA,0.02,0.02,0.01
1736610,Southeastern Cusd 337,1,1,1,0,0,0,0,0,0,0,0,204,0,0,0,0,0,197,7,0,NA,NA,NA,NA,NA,0,0,2,2,0.01,NA,NA,NA,NA,0,0.01,0
1736640,South Fork Sd 14,1,1,1,0,0,0,0,0,0,0,0,141,4,0,0,0,0,123,14,0,0,NA,NA,NA,NA,0,0,2,2,0.01,0,NA,NA,NA,NA,0.01,0.04
1736900,Sparta Cusd 140,1,1,1,0,0,0,0,0,0,0,0,328,9,1,1,0,58,239,20,0,0,0,0,NA,0,0,0,3,3,0,0,0,0,NA,0,0,0
1736960,Spoon River Valley Cusd 4,1,1,1,0,0,0,0,0,0,0,0,88,2,0,0,0,0,84,0,0,0,NA,NA,NA,NA,0,NA,3,3,0,0,NA,NA,NA,0,0,0
1737080,Springfield Sd 186,3,3,1,863,34,0,47,0,180,515,87,3830,120,3,89,4,1508,1709,417,0.23,0.28,0,0.53,0,0.12,0.3,0.21,30,30,0.01,0,0,0,0,0.01,0.01,0
1737140,St Anne Chsd 302,1,1,1,15,2,0,0,0,4,9,0,171,55,0,1,0,44,56,17,0.09,0.04,NA,0,NA,0.09,0.16,0,1,1,0.02,0,NA,0,NA,0.07,0,0
1737170,St Charles Cusd 303,2,2,1,1575,126,3,162,2,12,1216,54,4273,544,16,276,3,68,3258,115,0.37,0.23,0.19,0.59,0.67,0.18,0.37,0.47,15,15,0,0.01,0,0,0,0,0,0
1737230,St Elmo Cusd 202,1,1,1,0,0,0,0,0,0,0,0,116,4,0,1,0,0,109,2,0,0,NA,0,NA,NA,0,0,3,3,0.01,0.11,NA,0,NA,NA,0.01,0
1737350,Triad Cusd 2,1,1,1,201,2,0,4,0,0,191,4,1189,25,3,8,3,16,1101,33,0.17,0.08,0,0.5,0,0,0.17,0.12,6,6,0,0,0,0,0,0,0,0
1737410,St Joseph Ogden Chsd 305,1,1,1,70,0,0,1,0,0,69,0,433,6,0,5,0,0,416,5,0.16,0,NA,0.2,NA,NA,0.17,0,1,1,0.01,0.17,NA,0,NA,NA,0.01,0
1737490,Stark County Cusd 100,1,1,1,0,0,0,0,0,0,0,0,215,2,0,3,0,0,204,4,0,0,NA,0,NA,NA,0,0,3,3,0,0,0,0,NA,0,0,0
1737590,Staunton Cusd 6,1,1,1,0,0,0,0,0,0,0,0,385,5,2,2,2,2,364,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0.01,0
1737650,Steeleville Cusd 138,1,1,1,0,0,0,0,0,0,0,0,144,2,0,0,0,4,134,4,0,0,NA,NA,NA,0,0,0,2,2,0.01,0,NA,0,NA,0,0.01,0
1737830,Stewardson-Strasburg Cud 5a,1,1,1,0,0,0,0,0,0,0,0,130,1,0,0,0,0,129,0,0,0,NA,NA,NA,NA,0,NA,2,2,0,0,NA,0,NA,NA,0,0
1737980,Stockton Cusd 206,1,1,1,7,0,0,0,0,0,7,0,171,1,0,1,0,6,162,3,0.04,0,NA,0,NA,0,0.04,0,3,3,0.02,0.2,NA,0,NA,0,0.01,0.04
1738070,Woodland Cusd 5,1,1,1,0,0,0,0,0,0,0,0,151,4,0,0,0,0,144,2,0,0,NA,NA,NA,NA,0,0,2,2,0.01,0,NA,0,NA,0,0.02,0
1738100,Streator Twp Hsd 40,1,1,1,23,5,0,0,0,0,18,0,820,153,0,7,0,42,568,55,0.03,0.03,NA,0,NA,0,0.03,0,1,1,0.07,0.06,NA,0,NA,0.1,0.06,0.11
1738130,Sullivan Cusd 300,1,1,1,30,0,0,0,0,0,30,0,303,5,0,2,0,2,283,11,0.1,0,NA,0,NA,0,0.11,0,3,3,0.01,0,0,0,NA,0,0.01,0.03
1738460,Sycamore Cusd 427,1,1,1,245,18,0,9,0,3,213,2,1182,117,6,24,0,30,968,28,0.21,0.15,0,0.38,NA,0.1,0.22,0.07,7,7,0,0,0,0,NA,0,0,0
1738490,V I T Cusd 2,1,1,1,0,0,0,0,0,0,0,0,95,0,0,0,0,0,90,5,0,NA,NA,NA,NA,NA,0,0,3,3,0,NA,NA,NA,NA,NA,0,0
1738700,Taylorville Cusd 3,1,1,1,0,0,0,0,0,0,0,0,765,13,1,9,0,8,714,23,0,0,0,0,NA,0,0,0,4,4,0,0.03,0,0,NA,0,0,0
1738760,Teutopolis Cusd 50,1,1,1,0,0,0,0,0,0,0,0,326,3,0,1,0,2,318,3,0,0,NA,0,NA,0,0,0,3,3,0,0,NA,0,NA,0,0,0
1738940,Thornton Fractional Twp Hsd 215,2,2,1,524,179,0,11,0,273,54,7,3226,853,7,21,1,2032,226,66,0.16,0.21,0,0.52,0,0.13,0.24,0.11,2,2,0,0,0,0,0,0,0,0
1738970,Thornton Twp Hsd 205,3,3,1,299,79,3,1,0,207,3,6,4290,715,14,30,1,3444,28,75,0.07,0.11,0.21,0.03,0,0.06,0.11,0.08,3,3,0,0,0,0,0,0,0,0
1739090,Cumberland Cusd 77,1,1,1,23,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1739120,Tolono Cusd 7,1,1,1,30,1,0,1,0,0,27,1,503,10,0,5,1,4,465,18,0.06,0.1,NA,0.2,0,0,0.06,0.06,4,4,0,0,0,0,0,0,0,0.01
1739390,Tremont Cusd 702,1,1,1,126,2,0,4,0,2,117,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1739420,Wesclin Cusd 3,1,1,1,0,0,0,0,0,0,0,0,388,28,1,4,1,6,338,10,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0.06,0,0
